Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	17.13524	3.4831672	31.627089	10.687862	81.55935	11.440602	102.94082	63.089363	81.639435	10.825488	107.09958	67.4778	80.98518	6.318307	91.91075	72.564316	14.741697	69.6	71.4	68.4	3999	11.44528	7.081396	26.962767	-4.426234	11.445869	7.079802	26.992714	-2.8942983	-2.7382636	1.8076657	14.424672	-13.015182	-12.738883	0.4975157	55.16614127159119
2	16.57561	3.3342943	28.815859	10.728227	124.576584	152.89998	581.8248	42.272243	73.55512	17.92295	95.23594	26.35941	130.68755	151.48572	584.49445	69.69389	14.0	167.5	72.9	166.5	7999	27.690886	12.539623	49.2568	-12.898978	27.690807	12.539267	49.011383	-10.616446	-1.7758166	2.9786325	21.366861	-12.902884	-30.181406	1.1707293	129.13591194152832
3	24.47339	20.721113	98.86925	11.531074	61.194847	17.112526	103.24212	42.097366	54.368614	9.200133	75.82537	43.34037	207.69234	236.04213	570.7783	39.970387	24.595093	82.2	75.8	348.7	11999	44.789993	18.202265	69.04974	-16.68088	44.79025	18.200495	67.97316	-14.810581	-0.7462071	3.8640532	26.216415	-14.056706	-48.564037	5.258321	203.54451298713684
4	69.768906	14.471471	102.15475	35.13805	81.74582	23.016619	121.63933	37.0996	84.039635	5.6816864	93.34549	74.941864	82.343285	12.009951	97.139366	58.416977	73.203705	68.0	59.5	62.6	15999	56.54564	21.0191	77.60541	-23.957241	56.54561	21.017448	77.9862	-14.561421	-0.9853531	3.8939135	29.778643	-12.540098	-60.142075	5.7014337	275.5287721157074
5	68.32779	15.799616	112.44898	22.518095	67.90557	14.299946	85.635666	36.753075	66.55527	17.03719	83.9026	33.351494	67.25565	15.090973	85.90208	26.292437	63.539684	68.2	66.1	60.8	19999	61.487144	25.596012	89.85	-28.150635	61.48716	25.594284	88.57606	-28.41201	-1.2012198	3.9477215	30.47328	-16.385794	-64.78909	5.6656423	346.7806489467621
6	91.33742	21.263216	156.65797	35.83432	185.59302	156.20378	498.69916	81.890976	127.59416	127.3355	500.2526	32.15048	214.96353	173.05936	555.3199	92.539154	95.59524	280.6	187.7	312.7	23999	62.73378	28.013905	95.820465	-29.40557	62.734406	28.011398	92.74606	-27.948586	-1.2705657	3.7474842	34.03294	-12.9075775	-65.65619	6.400701	427.14435625076294
7	97.78893	35.686363	177.36707	14.970071	412.12164	393.97562	894.6836	40.48507	514.1167	377.082	897.56726	98.0535	577.39264	387.27448	895.6754	31.362251	119.666664	460.5	562.2	642.1	27999	62.079037	28.179605	96.20339	-47.236763	62.080593	28.180847	93.357155	-34.362427	-1.4812773	3.3844266	31.38316	-15.253393	-64.59519	6.3018074	537.2982816696167
8	120.64081	68.64978	378.43973	34.98515	162.41371	62.152115	299.7452	86.32781	187.83928	147.1492	559.5041	44.714912	128.64877	40.817036	197.17198	49.14374	145.71428	201.6	215.4	171.1	31999	61.341557	27.807278	93.70538	-23.06148	61.342533	27.807981	93.5012	-26.564379	-1.4166734	3.1517503	30.593384	-13.718836	-63.57664	6.4678836	616.377046585083
9	173.39171	175.3818	635.95575	68.98579	116.40401	112.21694	443.84985	58.13728	175.2979	273.95737	994.19025	48.28189	97.90962	53.31822	225.77798	45.586246	247.125	146.0	204.2	118.6	35999	62.205166	27.534872	92.950096	-29.764664	62.20518	27.533695	94.71929	-30.725979	-1.4566063	3.0646684	31.171251	-14.196316	-64.28433	8.069035	692.1451163291931
10	146.76239	81.317795	331.51852	31.710402	266.90326	216.32689	898.731	115.42601	292.56647	215.73929	898.4591	95.571304	292.53165	158.17235	727.58624	95.96649	192.28572	321.0	350.2	364.9	39999	64.38957	27.583576	95.44812	-31.973148	64.38895	27.581018	96.14461	-33.088898	-1.5792497	3.0224123	32.098297	-13.060396	-66.32572	7.6803994	775.3169651031494
11	137.22525	65.08595	308.44897	29.739777	270.2547	137.45253	608.1637	113.27617	336.54523	200.10507	723.2562	110.38148	548.9078	238.89732	789.0053	127.57067	194.6	331.7	422.1	765.4	43999	66.12199	28.236038	99.13003	-30.71952	66.12205	28.23341	96.35831	-32.271374	-1.4591283	3.062058	34.088028	-13.772873	-67.91446	8.661639	865.7061035633087
12	174.6981	161.14304	705.4505	38.813564	307.8012	165.9989	601.9904	110.01724	417.5665	272.74957	891.4139	121.63579	376.5324	203.81445	679.2773	36.31298	260.2857	386.8	505.3	527.1	47999	67.40518	28.516634	99.48312	-26.58878	67.40478	28.514257	101.14651	-26.95897	-1.3328685	3.055922	31.011797	-12.388276	-69.1158	10.566627	953.6131217479706
