Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	16.873312	3.673648	41.158497	10.784145	65.81636	12.216895	85.33172	45.64191	67.443695	19.223476	101.77742	31.70795	78.76788	11.951763	100.97212	68.22204	14.285714	60.8	67.8	72.7	3999	11.363955	7.1374803	26.798162	-2.232671	11.364322	7.136769	27.139591	-1.8657795	-2.6782255	1.800881	10.179633	-12.794358	-12.646808	0.46304575	53.59190487861633
2	16.949322	3.3538494	29.367926	11.303607	301.75208	283.96964	668.9229	59.532303	302.01825	288.07172	673.717	52.503277	239.67178	252.4695	643.96094	61.25377	14.540146	446.5	448.5	360.9	7999	28.338417	13.65633	63.18978	-5.8527026	28.33798	13.659163	61.90821	-4.4381475	-1.0624118	3.5664463	26.142452	-13.483807	-31.159168	1.6845305	131.50409173965454
3	21.537685	12.744399	69.44073	3.7353623	51.416523	16.232626	81.7487	25.907143	62.862373	10.548388	83.167145	50.397594	54.981762	14.079067	71.32135	27.43508	22.856321	63.9	62.7	63.5	11999	61.86314	28.019941	152.63223	-19.18137	61.86283	28.023834	155.01294	-14.874575	2.1712432	4.2204647	33.96367	-13.433276	-68.06705	18.49537	194.8622224330902
4	51.503254	22.615744	93.89057	10.339025	176.81717	245.33632	665.1609	16.977568	37.561577	18.316868	60.867817	9.843259	113.09977	190.37764	680.9324	20.680006	76.13207	263.9	59.9	161.7	15999	78.19807	31.635963	117.73178	-25.408466	78.1971	31.646154	113.844315	-22.731909	0.9418118	4.327057	31.326756	-15.167809	-83.17946	16.219915	266.0377731323242
5	57.877224	27.071426	113.5917	7.9715223	87.91393	13.640521	116.96919	72.93453	91.14876	22.283201	131.76065	62.14187	81.46423	13.068403	106.50371	65.961426	84.914894	72.6	81.3	69.0	19999	73.11563	33.34953	109.98924	-21.302744	73.11407	33.35475	108.12982	-18.48398	-0.12765776	4.408314	29.840477	-14.931926	-76.86241	13.1520195	330.84214663505554
6	77.61923	25.241455	123.994446	25.740519	139.4968	86.3506	358.98203	29.996048	138.98308	93.69291	331.35776	14.894462	169.50938	40.656666	245.40318	107.12412	108.02702	184.0	182.9	203.6	23999	66.48653	33.810432	104.300644	-17.5432	66.48456	33.81239	105.42606	-18.747417	-0.42183387	3.9202428	31.083956	-14.934984	-69.549515	12.21032	399.84838366508484
7	76.115005	37.681843	170.26335	18.67068	84.36113	40.352882	148.96227	23.188972	73.80965	45.79515	192.34795	28.084969	107.57955	29.559183	156.71349	61.047672	132.93333	96.1	82.0	118.0	27999	62.56725	32.784332	102.52414	-25.786016	62.56647	32.786102	103.57152	-20.21008	-0.5484055	3.699772	32.837337	-15.0299835	-65.19885	15.684896	466.07195019721985
8	117.59746	78.374214	369.5128	29.62074	337.3364	222.97844	685.85266	26.593744	448.49472	372.95468	979.71686	90.06823	533.90643	226.96625	947.1796	116.327995	185.57143	457.5	483.8	720.5	31999	59.81401	30.87253	100.8354	-17.963676	59.815384	30.872482	100.65152	-19.278318	-0.50250196	3.4914188	33.063805	-13.834677	-62.041397	17.555195	545.8256425857544
9	162.4367	82.586754	345.191	28.57754	819.504	51.912388	938.30334	772.9007	675.0617	258.25717	979.3253	92.2561	822.1408	78.63379	927.5417	634.9248	254.66667	1000.0	821.6	1000.0	35999	57.983246	28.836283	95.497856	-16.878872	57.9837	28.838625	96.99505	-15.976466	-0.47734353	3.3743281	29.979399	-13.713591	-59.948174	17.171677	646.9461002349854
10	271.58478	169.56978	644.4192	42.737682	236.97925	220.9477	878.22205	123.718376	279.1707	214.81609	703.58466	129.58313	167.09424	42.184757	225.39404	85.058304	416.6	266.4	343.0	180.0	39999	59.42353	27.388044	93.1514	-18.39637	59.424465	27.389385	98.65524	-22.5204	-0.7255138	3.2882373	27.483786	-13.108612	-61.23428	13.256148	723.0389564037323
11	237.97186	126.79256	505.96124	81.61182	535.1298	294.9894	891.2455	187.27805	442.28305	300.14893	895.067	147.9938	390.6256	245.47882	869.34674	152.61977	330.41666	634.1	546.3	473.8	43999	60.9001	26.642782	96.731285	-14.85607	60.90098	26.645178	96.16658	-26.286797	-0.9204704	3.176949	27.443718	-14.257795	-62.581776	11.875489	805.6296796798706
12	192.85118	137.07898	511.53824	45.849438	661.42255	120.428474	888.0384	445.45447	581.45605	261.79144	892.5557	110.82961	525.39246	198.15675	791.0932	171.61996	255.375	865.7	726.4	698.1	47999	62.54411	26.200243	93.69271	-28.791098	62.544674	26.201145	100.10619	-29.685305	-0.92715126	3.1202948	30.495544	-13.453071	-64.14897	10.697307	899.6668717861176
