Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	16.963423	3.2760634	29.801096	11.023051	85.02993	13.62785	114.02136	65.31729	70.65233	20.293596	94.25483	30.223166	75.13685	12.311185	89.864975	52.08923	14.562044	78.9	65.3	68.2	3999	11.440292	7.103522	26.626966	-2.7965345	11.440325	7.103415	26.66148	-2.953625	-2.7429488	1.8075337	12.955088	-14.502367	-12.736206	0.4529527	47.80422401428223
2	17.256994	3.5782242	35.039425	10.666067	129.95255	189.62637	698.31915	49.85607	110.96477	156.0108	576.7483	30.581589	69.71383	8.15249	85.5932	56.624	14.792593	161.9	170.4	87.5	7999	28.114527	12.174721	48.9134	-6.8607783	28.114687	12.173841	49.087753	-7.586931	-1.6555753	3.2672138	23.669022	-13.087354	-30.604816	1.354537	112.28408741950989
3	25.171078	26.445896	240.88664	10.911209	72.60404	16.912441	103.63175	45.572292	69.48037	19.150997	109.044815	42.4907	51.709003	18.294825	74.194405	26.417725	24.88125	70.8	69.0	55.6	11999	46.04434	16.583864	78.80753	-13.993612	46.04411	16.57924	70.99889	-13.558676	-1.2211711	3.96622	29.552065	-12.1487255	-49.778416	5.619055	173.53700876235962
4	61.48949	24.227955	161.36418	17.490719	89.73781	33.536175	164.05637	54.313015	84.10128	21.74996	118.625	39.72369	88.403595	33.69353	178.18526	48.962135	67.66102	78.0	67.6	76.2	15999	58.689613	19.732883	79.557396	-25.1772	58.68983	19.728512	79.46217	-33.04518	-0.94153875	3.8910244	35.487373	-12.883279	-62.280178	6.6925087	236.97167015075684
5	75.70417	17.812716	108.35043	18.435211	101.74753	18.143398	134.41963	81.28853	96.00554	22.525557	141.43147	66.38174	91.79582	13.871105	118.089745	71.89675	78.56863	83.5	84.9	75.5	19999	62.495075	23.835047	86.68842	-46.040646	62.49568	23.830196	86.694695	-54.530792	-1.0051919	3.8090558	35.17225	-13.880657	-65.66047	6.556045	300.93042397499084
6	74.335	24.551453	140.81012	17.61455	103.29451	25.620283	139.41536	39.598244	139.3969	158.67433	607.39996	30.16335	130.56905	58.4061	295.10376	93.070496	83.65958	103.1	191.5	132.6	23999	64.33179	26.884819	91.39239	-45.67811	64.33275	26.878613	91.704254	-44.677124	-1.3085932	3.683002	39.81471	-12.560787	-67.24761	7.3580246	366.9708569049835
7	91.07607	39.114304	163.91025	29.9021	154.332	25.400026	205.76596	128.90973	109.4149	64.07778	243.76208	32.81986	138.51743	11.938042	159.19891	119.01499	119.911766	156.5	133.0	133.4	27999	64.966255	28.452133	96.18252	-48.986423	64.96731	28.447535	95.54674	-40.931553	-1.2022051	3.4185545	36.638752	-13.287503	-67.6062	7.723712	434.3001616001129
8	121.58343	86.66486	431.70325	27.466267	292.40482	181.818	793.14465	102.048004	340.8813	223.26299	790.16614	68.17811	484.74603	208.84247	789.0198	146.35713	158.64	358.6	427.1	621.0	31999	65.94676	29.594975	99.95047	-32.006042	65.947754	29.590464	101.41005	-32.952744	-1.2127866	3.320505	37.47737	-14.336596	-68.414185	8.691131	517.1574838161469
9	138.67303	54.164795	254.33206	38.800907	222.72726	205.33789	794.1697	38.32884	262.1417	244.36208	796.6432	37.758835	221.52304	147.6747	554.6262	53.485218	183.27272	261.5	311.7	256.5	35999	68.043846	30.104914	108.55972	-28.01596	68.043564	30.101652	110.26492	-30.209831	-1.244033	3.3415182	44.87941	-12.653182	-70.30806	9.021008	585.1344647407532
10	122.00409	60.0264	236.12245	23.758522	298.01062	121.926506	550.05725	160.61516	177.06773	101.78443	332.2805	23.154678	245.69194	85.66659	465.8935	165.55145	192.45	347.8	204.7	270.5	39999	69.38124	30.846964	108.23781	-28.273085	69.38158	30.842548	110.80793	-32.084812	-1.3068448	3.299567	48.21151	-13.486628	-71.48752	9.404532	657.0551555156708
11	178.46237	155.03712	632.513	12.997855	330.16815	167.08023	696.3074	35.897236	475.7647	285.00684	744.7352	27.852419	530.502	228.6198	697.853	87.74822	285.2143	456.9	677.6	778.2	43999	70.60686	31.147305	108.38235	-24.075079	70.606064	31.143976	108.69384	-34.85308	-1.195012	3.2987134	50.852474	-12.873459	-72.56956	11.130341	741.0293028354645
12	259.24908	226.02585	716.1087	26.441595	630.2604	161.44046	781.24963	179.0482	462.1805	245.67834	704.8976	49.726933	690.7218	198.01682	783.5793	113.761314	365.66666	919.3	685.3	929.1	47999	71.98707	31.069555	103.98482	-27.630768	71.98607	31.065628	103.77021	-42.455734	-1.0253377	3.1682167	47.537476	-13.130681	-73.865234	11.680239	833.4440298080444
13	342.08182	266.1499	698.78436	17.756962	213.94331	125.12512	491.93933	31.421345	189.19803	192.20638	712.1686	7.050179	162.12436	58.894524	222.35402	4.562812	512.0	293.7	265.2	176.6	51999	73.59375	30.82757	104.964905	-29.012299	73.59349	30.822174	105.5596	-30.578012	-1.0930966	3.042095	40.325962	-13.0058365	-75.36125	11.231522	903.6962676048279
14	188.26231	84.473946	381.1281	58.069626	317.1612	248.9091	692.89746	38.30916	199.6526	164.16937	676.2768	43.11637	323.6434	249.70363	721.8403	137.04005	271.35715	420.2	236.8	414.9	55999	74.86139	30.464382	105.3122	-22.083208	74.86088	30.460764	105.78072	-33.550667	-1.1406215	3.0853157	36.530052	-13.297386	-76.53264	10.517643	975.4958736896515
15	305.7733	209.02089	665.8706	62.95627	251.63004	147.80957	675.0182	124.75271	241.3212	161.6462	718.4922	122.46654	296.44138	147.66162	690.748	163.6109	464.22223	296.8	284.3	340.4	59999	75.64946	30.381994	105.85746	-38.337944	75.64893	30.378347	106.48757	-39.73093	-1.3239956	3.0168374	38.6073	-13.203107	-77.22364	10.848254	1048.1793627738953
16	309.50073	136.28282	616.02264	151.14558	257.2162	183.35164	798.378	150.40614	309.13123	248.47572	800.081	147.73557	234.72714	188.00328	791.0989	127.38877	443.33334	293.9	363.6	277.2	63999	76.37067	30.095963	106.08063	-38.506817	76.37025	30.093952	107.0687	-32.27375	-1.4381216	2.9485009	35.80514	-13.8162365	-77.87378	10.515135	1119.7083222866058
17	297.7646	226.01308	650.9017	85.63257	420.60767	219.11714	698.73566	47.947414	377.60083	237.87915	861.76605	63.121597	521.35706	226.95741	775.8293	155.45018	477.85715	616.6	495.4	719.6	67999	77.49333	29.777407	106.83599	-24.076736	77.49238	29.774803	107.039764	-33.950104	-1.4841714	2.8880146	37.458294	-12.585474	-78.95333	10.005642	1202.1917414665222
