Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	20.11026	3.1569648	34.8191	9.931991	68.188194	10.406234	80.59444	52.536377	71.53785	8.941302	80.83146	50.990738	70.9401	8.774193	83.818245	53.84129	11.931138	53.1	56.6	56.3	3999	11.86281	7.443224	28.39761	-2.269104	11.863178	7.443227	28.666655	-2.2879834	-0.5648586	1.2483429	4.2327857	-12.2145405	-12.923321	0.79019916	47.4791955947876
2	20.230127	3.1336472	34.87211	13.17513	65.63808	7.0704703	73.30695	50.179615	68.822784	5.1215396	79.45258	62.072422	71.746796	4.008791	77.89794	64.28753	11.878698	55.8	57.7	60.7	7999	23.799128	12.150305	50.34866	-5.073844	23.798944	12.150799	50.094296	-4.296233	-0.09681869	1.6826501	9.361643	-12.7262535	-25.897482	0.98459446	111.65600442886353
3	25.81382	43.342884	485.2135	12.4034395	806.66077	1.3114011	809.0608	804.82263	807.27356	2.1707091	812.5711	804.6404	807.33826	3.0489707	811.3219	802.29333	19.241573	1000.0	1000.0	1000.0	11999	38.971645	17.152191	68.839905	-12.997279	38.971794	17.149647	68.486664	-8.76602	0.2162306	2.0869102	13.054362	-11.161226	-42.55122	3.5521355	206.5767228603363
4	76.91154	79.31736	718.9445	32.50365	77.28853	5.6065245	87.556656	68.76298	74.436905	8.984969	85.97497	50.939476	77.645096	8.470586	90.66254	68.36622	66.21739	49.0	48.5	49.5	15999	52.29758	20.046127	81.33257	-18.30213	52.297104	20.050722	83.37767	-9.162257	0.522764	2.0481353	17.936836	-10.402928	-55.981426	10.920133	271.63189816474915
5	192.1544	231.15424	761.32806	26.616533	811.1566	2.8047574	813.95807	803.9943	811.7078	3.101592	815.379	806.48425	811.1312	2.6702263	815.08496	806.8868	223.4	1000.0	1000.0	1000.0	19999	61.09738	22.83995	86.85689	-20.740337	61.09752	22.840786	87.13509	-12.927778	0.3751697	2.1537962	17.816507	-14.806906	-64.605545	7.8868947	365.95428347587585
6	761.44836	5.995803	768.9228	754.5883	741.67804	220.55875	818.8538	80.02278	816.189	3.6741636	821.9894	809.734	814.8717	2.9907837	818.0142	807.6883	1000.0	906.9	1000.0	1000.0	23999	65.9481	22.568094	89.66724	-21.891796	65.94895	22.568308	89.52049	-16.491404	0.06456345	2.1491103	19.38969	-10.764113	-68.92791	6.765287	461.5827045440674
7	491.62054	298.26685	831.4357	152.82454	916.4232	4.1722994	927.2879	911.51575	915.1952	4.093031	925.98334	910.27246	916.7609	5.3621426	927.09564	912.0333	577.125	1000.0	1000.0	1000.0	27999	68.5469	22.306799	91.912094	-21.226057	68.54761	22.305828	91.494675	-20.263859	-0.04356259	2.0386002	18.238	-11.575128	-71.16852	5.6303654	554.488959312439
8	255.93906	190.33235	829.5466	115.18113	424.90585	326.8443	928.8925	194.1654	547.0758	376.94547	926.42377	163.1815	418.59888	329.17712	922.0483	187.5265	251.64285	407.9	557.7	402.5	31999	70.126205	22.481918	94.016685	-28.263372	70.12709	22.477844	94.33104	-20.140303	-0.115498245	1.9502094	19.468273	-12.936989	-72.42918	5.375341	632.7738149166107
9	514.90393	165.80328	799.04803	284.0368	923.70294	4.473227	929.3052	916.91315	922.0516	5.4015646	931.1416	916.06177	923.9598	3.4049165	928.67084	917.5187	559.2857	1000.0	1000.0	1000.0	35999	71.10617	22.811638	95.95364	-26.3287	71.10731	22.807838	95.98119	-26.40151	-0.1501949	1.8933722	16.202536	-12.356637	-73.209404	5.1742725	729.1908178329468
10	475.6982	223.22632	774.76306	175.77937	921.2003	3.029167	924.319	916.7016	975.54315	47.35151	1017.52405	911.76587	935.5892	4.3791738	943.85706	930.20325	537.4286	1000.0	1000.0	1000.0	39999	72.585754	22.466208	97.69068	-37.864548	72.58662	22.462866	97.49483	-25.7826	-0.30074602	1.8321706	18.354935	-11.121601	-74.50236	4.826391	824.4883344173431
11	553.6339	222.63136	800.8884	202.6253	919.7951	1.2239171	921.99945	917.89	921.93524	2.7998674	926.00726	917.0508	918.15985	3.0428927	923.58777	915.34015	654.1429	1000.0	1000.0	1000.0	43999	74.11106	21.970776	99.02833	-46.439747	74.11195	21.966671	99.13549	-42.254585	-0.3651077	1.8136618	23.256107	-10.074054	-75.89046	4.9345264	920.3844830989838
12	659.40686	199.51546	805.7095	265.057	1000.48206	32.565598	1017.5756	905.427	1004.4125	32.800335	1018.2337	906.4296	1007.5827	9.313349	1016.03357	983.1797	802.4	1000.0	1000.0	1000.0	47999	75.57582	21.181152	99.87093	-29.00758	75.576454	21.178637	100.02083	-34.261982	-0.4097512	1.7657515	19.697308	-11.005132	-77.22548	4.580358	1013.7156841754913
13	754.396	12.250568	772.96173	739.10944	891.8628	43.807728	922.0725	823.881	899.7355	40.15197	922.76086	818.19714	870.6761	46.99205	920.26135	815.3993	1000.0	1000.0	1000.0	1000.0	51999	76.82276	20.646458	101.133965	-32.818024	76.82303	20.647175	101.36598	-47.765198	-0.46360824	1.7519137	21.390255	-11.796818	-78.36225	4.175624	1108.9975955486298
14	755.5934	9.137374	768.56354	744.4092	924.1486	2.3308117	927.2981	920.942	851.2619	209.255	925.9953	223.6592	924.2316	2.1208642	927.4318	919.812	1000.0	1000.0	929.7	1000.0	55999	78.26117	19.99676	101.56492	-38.984753	78.26163	19.994059	103.14144	-34.083344	-0.5165937	1.7363726	24.573402	-10.969513	-79.73359	4.0922794	1203.2993006706238
15	777.0341	15.57451	798.9143	760.0205	754.1818	340.77664	926.63043	43.65051	834.1669	261.52136	926.36334	49.854115	923.8905	3.491303	928.4666	917.6635	1000.0	825.8	910.3	1000.0	59999	79.712105	19.302837	102.08583	-37.259422	79.712654	19.304855	104.89439	-51.90534	-0.55765283	1.67827	20.783579	-11.411132	-81.08442	3.7138228	1295.4103643894196
16	571.3641	222.69415	797.8014	257.7894	924.91876	1.8084259	928.3883	921.69684	924.24866	4.0138054	928.86633	915.259	843.9627	246.63509	928.7685	104.0925	685.3333	1000.0	1000.0	916.6	63999	80.73477	18.954353	103.64972	-44.188698	80.73474	18.95203	102.728874	-33.350708	-0.5730653	1.6525561	33.559746	-11.100203	-82.0666	3.6621153	1390.5941624641418
17	458.82013	226.47766	865.4204	163.02257	927.15137	2.5961637	931.67535	922.4494	925.7503	1.58168	927.7881	922.32983	925.8361	2.0966508	929.3026	922.5632	506.125	1000.0	1000.0	1000.0	67999	81.58259	18.700708	103.52157	-124.31912	81.582634	18.696249	103.823524	-44.235886	-0.5720843	1.6143622	21.828005	-11.103427	-82.81987	3.6996758	1486.6111030578613
18	469.993	309.9837	1047.4877	232.59044	926.3622	3.319284	932.22455	919.3558	927.5773	1.6128734	930.64026	925.1644	925.47546	2.1344638	929.94995	922.8134	442.1111	1000.0	1000.0	1000.0	71999	81.83485	18.931635	103.5855	-95.612976	81.8349	18.926563	105.22362	-38.36074	-0.50679904	1.5853913	23.11224	-10.708925	-83.01804	3.564815	1584.2893090248108
19	503.39984	213.27446	940.93616	251.46367	918.7038	6.859599	925.3448	901.59607	920.2624	6.9623704	926.77625	900.61017	922.109	4.036743	927.4372	913.07965	510.2857	1000.0	1000.0	1000.0	75999	82.12842	18.93652	105.16203	-59.47277	82.128	18.936333	105.856544	-56.445305	-0.49512833	1.6131762	19.942411	-11.628216	-83.25231	4.293607	1682.1701657772064
20	735.77966	218.36217	888.313	301.55115	926.37286	3.5973299	930.2296	919.611	926.12225	2.4149947	930.6465	923.4276	927.3175	2.2618327	929.87225	922.7566	857.2	1000.0	1000.0	1000.0	79999	82.6681	18.438717	105.30369	-72.80762	82.66781	18.436546	106.5549	-46.213703	-0.46382985	1.604136	21.812227	-12.844019	-83.75545	4.0678644	1779.6258027553558
21	836.91077	40.9003	887.90283	786.0395	925.99695	2.442555	930.2742	922.452	926.57196	2.6448727	930.0421	922.69446	927.85876	4.621885	938.94714	921.03906	1000.0	1000.0	1000.0	1000.0	83999	83.26834	18.157347	105.914055	-47.857834	83.26859	18.15574	106.51546	-27.981285	-0.48322883	1.5683603	19.807411	-10.748252	-84.31289	3.1436656	1879.5407803058624
22	601.4227	261.53592	872.16693	269.92773	927.91797	2.0551968	930.4877	924.0019	926.9877	2.207561	931.539	923.19794	927.5651	2.876719	931.40405	921.8671	710.2	1000.0	1000.0	1000.0	87999	83.88261	17.760883	105.89379	-151.19298	83.88254	17.754778	106.405045	-117.849495	-0.498401	1.5625907	18.707872	-10.497536	-84.88691	4.1404	1978.770670413971
23	790.0426	196.72816	997.4729	427.54156	953.7318	29.696684	993.48755	928.68024	991.9964	152.24605	1433.3402	924.7998	939.2173	24.127752	992.89044	925.1535	852.6	1000.0	1000.0	1000.0	91999	84.35306	17.479794	106.4206	-176.73936	84.35363	17.469145	106.43834	-178.89262	-0.4905199	1.5552759	18.4646	-11.804833	-85.30472	4.816505	2075.766403198242
