Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	AverageAdvEpRet	StdAdvEpRet	MaxAdvEpRet	MinAdvEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	AdvEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
24	590.7995	65.17122	633.1858	478.20154	484.32657	127.68872	626.9062	151.99812	475.95883	200.11784	674.0399	106.56297	-8.326713	1.0195987	-7.0861216	-10.058343	514.43445	191.96774	676.1335	135.56894	960.5	785.0	754.8	13.4	811.7	95999	95.03281	23.058985	113.24918	-36.061993	95.03263	23.06353	113.56442	-37.834522	-1.8620995	2.5160377	24.297228	-12.626862	-96.12127	2.2128975	2152.752692461014
25	568.2912	98.76971	628.1615	397.24487	411.64972	198.9708	693.10986	186.07532	570.2013	172.25679	692.491	180.52077	-9.438996	2.7576737	-6.422766	-14.461047	456.08438	155.12196	679.06995	177.64835	905.75	639.2	861.7	15.5	758.3	99999	96.72124	22.604406	115.12431	-36.968	96.72111	22.606758	114.983284	-55.836334	-1.8867186	2.546883	20.551228	-13.87838	-97.8075	2.130588	2248.7004256248474
26	619.9806	17.006784	641.37335	594.0489	499.40063	126.15473	588.2974	175.80267	456.58594	182.81299	590.67303	104.60382	-7.480571	0.20991643	-6.9617314	-7.846761	435.28107	139.83429	592.55664	142.72284	1000.0	849.9	783.6	12.9	734.6	103999	97.97946	22.303373	115.05259	-41.296593	97.97953	22.307161	115.30582	-35.322044	-1.8854574	2.5189648	20.71082	-12.680267	-99.03747	2.7177377	2346.22408080101
27	601.56165	28.02176	636.1625	559.5508	371.73203	126.42022	576.1799	203.7446	323.2462	141.1963	636.36487	166.3323	-7.662908	0.72343826	-6.5181293	-8.7891445	297.95258	131.58371	596.36365	154.30333	1000.0	628.1	550.8	13.0	493.0	107999	98.92211	22.145224	115.29968	-38.742588	98.92215	22.148949	114.8855	-65.3021	-1.9479245	2.4776006	22.003635	-14.014036	-99.954575	2.489557	2429.63933634758
28	627.8346	25.038288	666.416	598.9839	371.6823	157.15279	597.07465	150.93451	375.7508	167.13326	595.9217	162.0448	-7.4304647	0.3516817	-6.7408853	-8.101319	253.1011	123.01378	458.44397	141.99512	1000.0	603.3	613.5	12.7	408.7	111999	99.85993	21.832022	117.17132	-37.060543	99.86013	21.835009	118.26089	-48.651577	-1.9675322	2.5073242	25.447403	-13.1635475	-100.89787	2.4969854	2511.481730222702
29	625.50354	16.14163	650.7201	606.3587	208.49527	65.207985	350.86212	133.45839	279.50488	157.51152	588.35876	135.99817	-7.1732306	0.7662226	-5.150533	-8.030667	219.35701	81.84163	299.43774	96.41598	1000.0	353.5	479.1	12.6	378.6	115999	100.81708	21.256716	117.74719	-25.942373	100.81731	21.25896	119.115974	-55.247444	-2.0465086	2.4964073	21.51113	-13.472161	-101.84086	2.5974805	2588.0330770015717
30	645.0251	26.507614	671.97	613.89197	225.15413	76.88894	389.0302	143.69734	372.0902	148.33112	611.9748	174.8964	-8.257091	2.015522	-5.9891458	-13.03578	299.6468	132.47437	483.151	122.54024	1000.0	355.8	584.4	15.2	452.9	119999	101.56449	21.01037	118.64544	-37.486385	101.56433	21.013689	117.72068	-33.469	-2.1115568	2.459404	24.722036	-12.993096	-102.55813	2.4659252	2669.55499792099
31	630.9377	20.96294	657.548	599.47943	375.85165	183.31729	602.741	165.57169	351.09003	203.37276	601.39557	163.9067	-11.1142235	1.5767475	-8.521308	-13.263586	398.0178	165.69954	606.9899	189.02788	1000.0	625.3	587.9	18.0	656.6	123999	102.26637	20.828686	118.719	-49.59041	102.26654	20.830069	116.8633	-43.16726	-2.1394458	2.458896	23.03347	-13.133173	-103.25905	2.3973026	2760.8522481918335
32	629.90015	28.17669	659.69025	583.6738	365.45908	171.585	597.9046	173.09674	369.40952	166.58084	601.258	160.34494	-7.31707	0.6312346	-6.119422	-8.043363	315.0649	133.67236	613.1152	180.50313	1000.0	629.7	637.1	13.4	524.8	127999	102.87291	20.7308	116.33249	-41.046	102.873	20.731745	116.805016	-43.832027	-2.1758518	2.4167962	28.595646	-13.091227	-103.855934	2.2943335	2848.858218193054
33	617.0517	22.392403	639.1368	579.9111	355.89395	173.38638	607.8367	150.2626	509.4851	143.9924	607.734	256.23886	-7.243238	0.49467734	-6.265247	-8.104848	449.7916	180.67207	605.6934	170.46776	1000.0	568.3	841.7	13.4	753.4	131999	103.50321	20.561079	117.435425	-24.855953	103.50318	20.563936	117.55665	-45.619755	-2.2053008	2.374823	25.81446	-12.176826	-104.468185	1.9344939	2943.761488199234
