Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	AverageAdvEpRet	StdAdvEpRet	MaxAdvEpRet	MinAdvEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	AdvEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
48	654.26135	24.011112	690.6539	624.25903	723.5464	60.21123	805.42615	649.2241	699.2006	61.84332	813.441	618.7834	467.13004	34.944756	514.7491	399.51468	729.4721	44.398163	809.53174	682.0401	1000.0	1000.0	1000.0	1000.0	1000.0	191999	145.42195	8.8013525	164.21329	-81.17537	145.42119	8.797034	163.94432	-79.6348	-4.90781	1.2326257	24.003578	-13.473694	-146.2721	3.1827056	7062.119075059891
49	637.0842	55.86284	697.9334	569.98425	738.92554	49.469173	800.9346	679.94324	750.7989	44.11731	801.0634	676.2245	309.63605	94.867256	421.77542	68.320404	767.1935	60.61135	801.14233	618.5043	1000.0	1000.0	1000.0	918.6	1000.0	195999	145.82106	8.923743	165.67104	-81.16508	145.82101	8.913838	165.36394	-89.19294	-4.9105306	1.2143248	21.99265	-13.044199	-146.66132	3.7460747	7213.8305740356445
50	597.3094	18.894197	610.93976	564.74335	779.87683	25.555696	806.2976	727.6026	789.6805	16.1872	805.3035	755.1537	303.05106	39.57178	360.97766	264.53674	781.5167	22.860548	807.99603	737.5295	1000.0	1000.0	1000.0	1000.0	1000.0	199999	146.2081	9.011908	166.13242	-64.23392	146.2094	9.0077	166.06728	-75.48002	-4.9305353	1.2054626	21.716732	-13.498931	-147.07037	2.8515668	7364.145540237427
51	625.76917	48.510353	692.11487	568.62616	701.8336	25.082169	737.7933	648.97864	674.4161	55.722443	745.405	522.70447	255.52173	13.714742	292.50842	236.84128	710.95264	16.4185	728.16284	667.60297	1000.0	1000.0	1000.0	1000.0	1000.0	203999	146.57886	8.994678	166.70963	-86.167656	146.57858	8.985135	166.54527	-159.70613	-4.9185243	1.2177775	24.834984	-13.620752	-147.42596	3.820893	7514.860619544983
52	627.15546	31.331093	661.54645	583.61176	738.5116	17.677788	765.08704	710.1295	696.5127	35.182896	735.2401	625.5244	300.47583	38.7038	368.50705	267.27957	733.7616	9.682277	745.6235	716.0857	1000.0	1000.0	1000.0	1000.0	1000.0	207999	146.75204	9.106759	166.51665	-53.906673	146.75186	9.107978	165.82135	-65.176865	-4.9439735	1.1977489	28.68666	-13.70538	-147.60822	2.8269653	7666.237368345261
53	585.42053	53.08691	660.005	533.74927	741.1102	49.667347	801.91656	684.04645	710.1542	72.10493	802.75653	580.7589	424.216	41.729168	507.61972	344.76532	716.52936	68.18848	801.0813	620.36896	1000.0	1000.0	1000.0	1000.0	1000.0	211999	146.99136	9.229622	165.83548	-78.970375	146.99155	9.235509	166.2186	-85.37627	-4.9482603	1.191464	23.406654	-13.749936	-147.85223	2.98992	7813.576302289963
54	633.9673	48.14862	683.2893	573.2118	713.35345	16.776503	746.7266	694.2544	720.1156	23.439894	766.4633	695.28296	438.40924	47.27797	491.0837	303.7337	684.0705	52.148384	791.6692	614.0826	1000.0	1000.0	1000.0	1000.0	1000.0	215999	147.2768	9.333408	167.1905	-105.666565	147.27481	9.324674	167.99232	-118.06331	-4.9351163	1.193456	21.384584	-12.180066	-148.1325	3.3070142	7967.186091423035
55	644.35156	36.79305	669.5489	580.9939	684.4878	22.693481	701.52625	629.29694	668.766	30.826685	698.8165	605.3889	306.47913	63.58534	417.41534	241.76974	689.83215	17.003721	699.7471	648.2373	1000.0	1000.0	1000.0	1000.0	1000.0	219999	147.4674	9.413747	168.89497	-94.12232	147.46904	9.411008	168.00917	-86.580215	-4.9294133	1.2123455	33.965042	-12.095505	-148.31366	3.3154721	8119.528582572937
56	610.1393	53.20433	683.50073	555.5833	827.6141	47.632214	899.51416	706.23004	769.5616	43.60596	835.5955	714.18604	353.71655	4.769051	358.8914	341.32993	796.74396	49.31893	899.7301	706.4397	1000.0	1000.0	1000.0	1000.0	1000.0	223999	147.8694	9.364185	168.25275	-54.278778	147.87013	9.374016	168.64162	-122.78807	-4.9475036	1.1765223	20.275827	-13.011469	-148.74023	2.5527437	8268.291080713272
57	643.98175	7.4543347	653.8476	632.9747	660.8452	90.09324	873.65344	603.99866	637.8082	66.91589	811.7625	552.7258	519.0535	86.61351	627.55334	364.10156	642.40594	83.354004	891.7737	603.6248	1000.0	1000.0	1000.0	1000.0	1000.0	227999	148.32518	9.390597	168.26575	-131.9803	148.32558	9.383308	169.613	-95.57338	-4.948924	1.1892179	21.430317	-12.720118	-149.18484	2.7283888	8415.972848653793
