Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	AverageAdvEpRet	StdAdvEpRet	MaxAdvEpRet	MinAdvEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	AdvEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
18	-53.243958	291.65854	25.078926	-2845.618	1735.1711	55.624397	1815.6886	1669.9583	-22.5298	8.592403	-10.089559	-37.2726	1631.4319	59.579124	1751.7988	1550.6442	1746.403	71.83546	1898.8972	1663.5836	43.2043	1000.0	27.9	1000.0	1000.0	71999	112.8391	339.85782	2834.8865	-115.51186	112.81694	339.82977	2835.525	-141.82288	7.0023956	9.223346	194.0404	-19.061817	-117.69992	833.6759	1870.879828453064
19	-22.645506	17.750628	26.18125	-79.15542	1784.4055	65.85249	1944.2709	1740.101	0.6629168	15.544189	26.536291	-26.258934	1611.4229	49.231358	1650.6984	1530.4003	1766.9059	38.607407	1845.2625	1744.4365	35.91892	1000.0	53.2	1000.0	1000.0	75999	103.69074	338.06638	2844.5857	-115.972145	103.66534	338.02863	3002.512	-140.04822	6.007754	9.174543	204.89937	-22.986889	-108.48909	778.98285	1976.1240334510803
20	-102.01725	605.4918	36.472504	-5091.9595	1723.1614	52.099567	1783.9774	1665.0215	-23.676838	17.704458	15.8649645	-41.844707	1603.3286	64.33716	1678.2515	1473.6631	1724.9246	49.437958	1790.821	1656.118	57.942028	1000.0	63.2	1000.0	1000.0	79999	110.22794	356.7557	2931.751	-136.40549	110.20905	356.73212	2769.042	-150.516	6.5566406	9.933734	153.51604	-22.605965	-115.46268	835.5989	2082.2775571346283
21	22.874123	363.87595	3509.2815	-51.899223	1721.982	51.758537	1802.869	1673.1045	-14.731282	8.141649	-2.2224808	-33.48797	1635.773	66.91899	1705.0496	1491.018	1733.9519	80.88504	1893.4459	1588.027	43.032257	1000.0	28.4	1000.0	1000.0	83999	120.28884	354.08948	2650.2153	-123.51052	120.27717	354.0664	2624.856	-153.07628	7.303324	10.074151	179.42545	-22.92493	-126.09913	828.205	2186.5361783504486
22	-64.12594	347.0481	8.997866	-3388.9292	1728.0374	46.43371	1790.5115	1679.3595	-33.488674	16.954874	-9.673102	-61.44897	1672.4535	65.2101	1812.3547	1592.1178	1722.4713	76.693794	1878.1603	1590.6594	43.075268	1000.0	57.8	1000.0	1000.0	87999	125.78606	347.99103	2732.1926	-122.714035	125.76398	347.97678	2768.1345	-149.68576	7.018369	9.8192	207.11649	-19.363472	-131.2659	828.5045	2290.8521687984467
23	-70.41833	436.79697	43.483757	-3692.7385	1686.4172	66.559555	1840.6444	1633.2987	-2.4969668	9.641741	5.589407	-26.722494	1742.1045	84.7524	1862.8995	1644.9684	1685.6412	48.774776	1766.3477	1636.8517	57.25714	1000.0	30.5	1000.0	1000.0	91999	121.23556	331.72058	2715.0881	-151.37103	121.21801	331.71707	2535.2144	-178.1917	6.508939	9.8976145	169.81665	-18.83659	-126.74347	745.26935	2395.600838661194
24	-65.5525	430.0826	79.40162	-3885.0334	1756.8041	67.633484	1902.481	1683.8483	3.3785248	15.123865	42.982067	-8.912013	1613.0564	67.3271	1755.6691	1543.5845	1720.5504	61.54591	1796.2722	1593.7463	49.775	1000.0	48.4	1000.0	1000.0	95999	121.46767	325.60922	2505.5803	-141.86168	121.458	325.61072	2500.3171	-169.45157	6.08815	9.956182	179.9827	-21.542404	-127.04087	773.7081	2501.2218387126923
25	16.106499	249.90074	1943.8767	-61.80077	1811.502	85.84307	1934.4348	1723.9083	-5.1552677	30.427301	81.77342	-28.9957	1631.7341	66.97448	1781.3975	1575.423	1775.4261	84.14563	1918.445	1621.0061	65.590164	1000.0	73.1	1000.0	1000.0	99999	118.56565	320.07806	2408.2905	-147.87956	118.55765	320.0873	2394.846	-146.7176	5.920592	10.22279	175.25385	-18.950739	-123.767296	719.08435	2607.0176241397858
26	-79.44408	535.3318	58.630405	-4289.4663	1731.9658	56.272247	1813.1487	1624.15	10.507059	21.675365	38.680004	-23.151085	1582.5992	84.093155	1785.4692	1476.8018	1784.804	68.934105	1921.3794	1697.1371	63.095238	1000.0	68.3	1000.0	1000.0	103999	113.80484	300.9607	2319.6501	-149.1194	113.80386	300.9712	2234.0508	-154.14877	5.588945	10.044625	170.85828	-19.883247	-118.94687	653.43823	2713.024752855301
27	-94.70428	659.165	45.910492	-5282.0845	1842.6057	74.41717	1962.6592	1761.4442	-12.174181	18.863937	28.108507	-45.051643	1631.8065	94.451836	1731.6779	1430.9106	1832.5	78.97475	1964.4425	1759.3131	63.460316	1000.0	51.0	1000.0	1000.0	107999	111.20856	292.97107	2217.3564	-145.6193	111.20124	292.97067	2264.3042	-131.96317	4.814024	10.234515	147.08276	-20.169746	-116.00035	584.5266	2817.9271297454834
28	-56.272366	322.7839	30.020725	-2694.697	1742.8982	75.668045	1891.3647	1600.0449	3.947279	12.560808	28.776459	-11.91746	1615.9694	79.52136	1828.3635	1493.3473	1760.2643	39.54533	1790.7959	1695.3741	59.514706	1000.0	50.4	1000.0	1000.0	111999	98.80789	288.00427	2272.5547	-124.80723	98.81781	287.99924	2255.6438	-116.32374	3.3043509	10.037611	158.71729	-21.694897	-102.44324	524.61993	2922.2687633037567
29	-10.503092	24.159763	58.997852	-65.46052	1766.1539	66.1336	1896.2959	1693.2797	-25.328043	8.088554	-12.778738	-37.297306	1589.198	69.7487	1654.7098	1445.1521	1717.7086	77.54476	1821.1632	1610.4537	50.02532	1000.0	44.1	1000.0	1000.0	115999	123.07661	292.65335	2258.382	-106.12592	123.07399	292.66766	2233.4062	-109.61929	7.724617	12.631339	190.89961	-21.885418	-135.6675	1276.0005	3028.4524455070496
30	-33.508293	131.16008	62.057842	-1135.8466	1546.3059	54.455975	1619.7185	1428.4255	-22.390388	6.797222	-11.1634445	-36.442295	1602.4868	76.498604	1693.7676	1470.7555	1595.2986	65.57011	1713.9882	1515.2025	54.9863	1000.0	49.0	1000.0	1000.0	119999	410.28168	389.85416	2231.7542	-431.144	410.23157	389.84592	2249.7397	-470.92758	22.790777	13.828038	201.9014	-20.245325	-450.10956	4048.069	3132.992024421692
31	-90.95367	413.75644	42.11782	-3291.8438	1695.0033	52.012337	1766.4028	1627.4572	-33.63195	25.046175	22.905352	-73.40042	1511.6028	42.851482	1550.3729	1438.1874	1703.7717	50.31941	1775.0496	1634.9224	65.85246	1000.0	68.4	1000.0	1000.0	123999	606.015	439.42453	2209.4429	-439.01562	606.02985	439.34067	2253.8728	-537.9128	25.742847	14.375151	225.60756	-17.025782	-642.7894	5987.775	3238.2653555870056
32	-89.9598	309.6836	27.154491	-2418.0908	1631.9753	64.40673	1751.0818	1550.5657	-18.157963	16.030235	13.518922	-40.398388	1467.299	49.101643	1529.7124	1424.4312	1605.5795	44.86551	1677.7399	1558.14	68.706894	1000.0	61.5	1000.0	1000.0	127999	605.638	451.14804	2199.5134	-332.79276	605.65546	451.04755	2179.1697	-461.50558	25.119352	14.163224	385.92612	-17.530106	-639.4985	6513.955	3343.103442430496
33	-63.385803	24.563215	15.000497	-112.67514	1652.6891	81.052864	1795.5454	1501.5979	-51.473835	13.243514	-33.90049	-72.28609	1584.9196	74.43564	1708.3135	1502.2777	1613.6217	71.35809	1809.5884	1507.0684	61.415386	1000.0	51.6	1000.0	1000.0	131999	552.3282	426.55142	2086.126	-307.53824	552.34247	426.4691	2132.2944	-378.56662	22.980963	13.255995	304.38184	-15.071357	-580.9567	6019.356	3447.5338072776794
34	-137.01138	568.35175	0.9753206	-4571.849	1741.572	67.88875	1872.8102	1662.8295	-40.345936	29.983383	14.123107	-77.87213	1515.636	89.48054	1668.3164	1380.4282	1727.0719	91.339005	1873.4067	1577.0856	64.854836	1000.0	72.3	1000.0	1000.0	135999	467.10757	385.92578	2062.211	-463.57773	467.0945	385.88507	2064.0325	-720.5716	20.74574	12.270142	339.90283	-16.212912	-490.6251	5094.067	3551.8419046401978
35	-117.42637	469.37567	9.157126	-3653.3242	1609.7467	87.165115	1790.1456	1483.3322	-25.24648	16.235315	14.874781	-43.512375	1533.3486	87.66797	1681.1257	1374.5092	1635.475	66.37719	1787.9167	1579.5895	68.086205	1000.0	67.2	1000.0	1000.0	139999	385.85803	342.5635	2022.9918	-393.10016	385.853	342.5731	2035.7977	-550.491	18.476213	11.373554	333.3953	-18.42218	-405.02786	4024.8726	3656.377988576889
36	-75.22961	364.2839	43.856403	-2912.1218	1738.4993	55.190918	1832.3788	1627.141	-22.775705	22.375648	11.311011	-60.667744	1450.4512	88.65913	1535.2693	1226.4943	1755.9954	89.09101	1927.5762	1626.3278	64.90323	1000.0	41.2	1000.0	1000.0	143999	313.6233	304.83304	1959.4929	-456.8487	313.58646	304.8582	1979.8062	-890.8953	16.454737	11.441919	263.25104	-17.626484	-329.4696	3132.9976	3759.4139008522034
37	-42.146645	40.290222	6.433088	-243.08896	1678.1152	61.63158	1819.7142	1626.1306	-9.441275	24.838226	39.963665	-35.71505	1526.0696	89.482895	1704.4426	1395.7078	1613.9539	75.11906	1740.1271	1507.9347	56.84507	1000.0	63.4	1000.0	1000.0	147999	259.0485	278.19043	1882.383	-420.00864	259.01947	278.23428	1847.4254	-450.81	14.4153	11.449035	299.64557	-20.225292	-272.6027	2377.224	3862.7613294124603
38	-27.921806	29.359694	23.311962	-137.67763	1577.4843	69.64127	1663.4204	1450.049	-6.7693596	24.149998	43.665897	-41.239582	1543.0135	43.300667	1611.4767	1499.3706	1564.8625	63.20252	1655.7483	1427.3202	68.793106	1000.0	69.8	1000.0	1000.0	151999	214.81969	255.58203	1895.667	-323.87628	214.7975	255.60616	1900.3925	-397.79056	12.408101	11.016525	237.54839	-19.08343	-225.9785	1766.1252	3965.7897250652313
39	-25.808268	26.943527	26.016272	-83.50375	1737.7467	73.80644	1900.2605	1651.6431	-9.223009	19.046518	21.243742	-45.7096	1605.721	75.43864	1689.2167	1484.565	1695.709	53.64949	1783.8478	1631.6858	64.741936	1000.0	59.7	1000.0	1000.0	155999	174.73453	237.34554	1826.9712	-403.87823	174.71796	237.36191	1829.5186	-398.57397	10.383303	11.172252	214.17606	-20.197998	-183.0104	1300.0203	4069.87872338295
40	-33.124737	26.925596	11.158983	-104.46552	1725.1293	61.774105	1800.7119	1600.365	-8.870398	23.055447	32.81765	-41.33123	1562.0708	73.98388	1652.2618	1453.0297	1770.304	58.23721	1811.5764	1656.782	63.177418	1000.0	70.7	1000.0	1000.0	159999	135.5019	225.36082	1783.7628	-251.61082	135.48766	225.374	1791.6312	-231.52208	8.054161	10.988202	233.46127	-20.045044	-141.66148	927.766	4174.263119935989
41	-42.378887	41.415394	5.704941	-331.2812	1714.0345	67.08756	1782.6656	1573.1482	2.5949972	21.777195	57.42065	-21.317696	1565.964	49.250168	1620.7611	1506.8	1692.1445	92.44793	1884.097	1563.9048	58.32857	1000.0	72.0	1000.0	1000.0	163999	101.65792	217.9205	1786.7511	-315.9191	101.6432	217.93771	1769.1411	-299.39313	4.8643174	10.414336	207.80669	-20.7513	-105.8625	676.30286	4278.475656270981
42	-26.000973	44.152935	61.55053	-258.9189	1799.5234	81.07225	1949.2802	1649.8804	13.612506	17.674553	44.34203	-12.134369	1744.7607	71.46908	1861.9459	1646.0132	1787.971	66.32315	1850.8776	1648.7738	65.78333	1000.0	68.6	1000.0	1000.0	167999	75.57162	218.36446	1853.1224	-185.22726	75.569466	218.3527	1786.5485	-197.4477	2.1712666	10.059203	190.85431	-21.347858	-78.53478	477.51178	4382.437353372574
43	-24.618093	32.9529	44.548294	-195.03786	1779.555	46.619343	1853.737	1739.0677	20.023382	18.788174	51.8325	-1.4711035	1651.0094	50.4734	1761.752	1536.5461	1770.1422	42.67575	1859.2422	1734.2355	60.208954	1000.0	62.0	1000.0	1000.0	171999	59.511406	221.12466	1859.662	-220.95662	59.506973	221.12466	1893.7788	-208.02888	-0.51805437	9.537134	207.45119	-22.27602	-61.73199	404.6183	4486.836028337479
44	-19.858818	31.436838	33.78648	-189.05403	1762.85	89.39492	1931.5527	1633.5514	22.834593	20.798326	57.787296	-7.869096	1583.0442	80.77436	1757.0764	1447.6544	1733.1038	63.241734	1835.5167	1633.2599	62.34375	1000.0	75.3	1000.0	1000.0	175999	50.503117	218.27046	1962.757	-136.72401	50.50599	218.2643	1909.587	-129.73671	-3.064607	8.943347	164.3374	-24.6377	-52.437	284.5253	4590.471279621124
45	-82.22044	463.36716	15.244598	-3728.049	1747.7223	60.835808	1830.2971	1627.0623	12.91514	29.152285	73.81797	-15.112799	1651.3412	68.23953	1795.3949	1583.4948	1748.946	73.93793	1830.721	1630.2172	63.11111	1000.0	58.1	1000.0	1000.0	179999	51.04426	217.4977	1977.852	-225.82504	51.04835	217.50273	1934.72	-201.15685	-4.424427	8.70372	199.8372	-22.166641	-52.904694	287.66263	4694.426401138306
46	13.634816	238.05884	1881.94	-63.556168	1721.1832	62.06772	1805.3829	1597.2008	33.506058	5.34547	40.607876	24.588724	1573.1255	99.80911	1698.9838	1414.4315	1755.9824	68.628296	1903.3834	1678.7032	63.84127	1000.0	58.7	1000.0	1000.0	183999	54.4278	211.48114	2031.5593	-151.37039	54.424576	211.49086	2009.7004	-162.4661	-3.6511166	9.115177	188.89655	-21.650778	-56.527378	358.56134	4798.201539039612
47	-81.11683	526.69653	43.496044	-4322.5015	1686.9594	84.3113	1878.6252	1571.3085	-25.508991	26.87843	33.867275	-60.906277	1546.9751	63.015656	1667.7692	1457.379	1717.1936	78.83602	1790.3022	1584.3837	60.969696	1000.0	46.6	1000.0	1000.0	187999	62.32072	202.43214	2019.5337	-218.8319	62.320526	202.43866	2027.6755	-182.07782	-0.44487175	9.383308	208.34311	-22.009094	-65.21363	371.17725	4901.839359998703
48	-71.377914	416.5087	33.985508	-3501.0027	1737.2477	74.584755	1801.8369	1561.9318	-18.848434	10.972877	4.7369337	-32.834972	1600.8075	39.536438	1681.3867	1570.5284	1729.2832	67.24784	1797.2021	1591.7386	58.130436	1000.0	50.0	1000.0	1000.0	191999	74.17266	195.7954	2027.8046	-280.50867	74.16664	195.80222	2032.4741	-157.8371	1.7216234	9.5248165	174.48761	-22.96346	-77.785034	408.1293	5006.9685645103455
49	-34.146477	27.621483	28.71616	-202.18549	1675.1301	41.23511	1762.4634	1646.424	-8.19393	10.87858	14.159618	-21.54898	1589.9719	66.281395	1729.668	1524.1287	1665.7356	74.16819	1763.2302	1548.072	57.449276	1000.0	55.1	1000.0	1000.0	195999	83.98847	190.98259	2183.4583	-305.36676	83.9794	190.98589	2214.8074	-325.77985	2.359968	9.430031	164.9282	-20.960358	-87.72615	403.3815	5111.489365816116
50	19.064243	380.77484	2937.8347	-77.84887	1707.5895	69.66553	1876.3425	1658.7089	-2.5790448	27.680523	69.40528	-35.965004	1637.1528	71.85647	1711.9434	1478.581	1683.9016	81.39349	1775.3369	1549.2899	67.166664	1000.0	64.7	1000.0	1000.0	199999	83.1447	192.57506	2212.648	-305.1376	83.13985	192.57803	2213.819	-272.10638	1.9362056	9.789881	161.86649	-21.077492	-86.794	437.72186	5216.034655332565
51	-76.563614	408.53885	53.586697	-3207.8372	1768.9525	62.515686	1903.0316	1681.6406	-1.9885029	21.078022	45.13016	-31.350872	1597.8416	41.772243	1681.4993	1569.0292	1737.5479	74.04091	1841.0247	1615.504	66.083336	1000.0	76.9	1000.0	1000.0	203999	77.61791	194.12111	2247.5034	-214.62068	77.62302	194.13695	2305.7432	-223.31024	1.1327555	9.7132225	165.05055	-21.108807	-81.07317	403.00476	5322.339813709259
52	-25.850346	32.734028	30.64365	-255.63644	1726.8383	43.59019	1753.5199	1638.8256	3.5525107	27.563831	78.92923	-19.075016	1515.6262	66.42369	1664.448	1459.8555	1734.4753	85.459854	1845.1368	1536.206	61.076923	1000.0	60.3	1000.0	1000.0	207999	76.60088	201.61867	2438.6746	-180.26172	76.60322	201.60971	2458.1038	-268.0032	1.1335574	10.021655	229.46246	-21.751019	-80.11242	417.93588	5426.558230161667
53	-61.65649	370.44702	51.18976	-2900.9539	1727.3933	52.289837	1822.3358	1630.8307	31.705145	21.48945	74.367	2.223584	1609.6189	91.31401	1749.4521	1532.0361	1797.2146	79.52334	1941.1608	1640.2295	67.35	1000.0	78.7	1000.0	1000.0	211999	76.66841	213.75656	2492.7534	-147.41058	76.66596	213.73543	2534.6511	-163.51756	0.51985705	10.025239	162.58337	-22.321527	-79.76203	399.28598	5532.437081813812
54	-82.24104	458.98102	38.96847	-3804.049	1684.1344	66.710785	1749.3353	1547.956	15.836969	31.602318	88.5178	-10.271478	1544.3226	27.761358	1623.5673	1519.2603	1666.3236	99.26874	1848.4832	1440.351	59.149254	1000.0	59.2	1000.0	1000.0	215999	70.59434	212.1754	2291.0005	-169.97923	70.59936	212.1701	2277.6523	-244.07101	-0.5967045	9.733561	166.78552	-21.901096	-73.2042	357.2095	5637.922267913818
55	-16.935867	27.452103	40.720654	-73.23525	1676.9524	97.29958	1868.9434	1553.3892	21.842205	28.020767	74.82454	-11.114746	1572.2166	56.542446	1649.0409	1461.858	1729.5554	64.60311	1808.4374	1603.7452	66.08197	1000.0	57.5	1000.0	1000.0	219999	63.95669	210.12039	2505.463	-281.71133	63.95395	210.11093	2486.1707	-244.97179	-1.4292464	9.574769	197.716	-21.830868	-66.48953	351.49274	5742.225735664368
56	-72.838356	524.5277	46.938965	-4130.12	1828.4232	70.40404	1941.0665	1735.7484	16.70664	8.323693	25.755554	3.9116802	1645.5248	88.23083	1822.7107	1525.0621	1767.7402	90.37777	1938.5901	1635.642	65.52459	1000.0	62.5	1000.0	1000.0	223999	63.518055	224.20996	2654.1956	-365.473	63.52314	224.2169	2623.2673	-249.70569	-1.7979767	9.940043	178.58904	-21.026426	-66.02297	367.798	5846.9453275203705
57	-11.369473	24.52368	44.011784	-108.538704	1815.6951	63.6556	1944.5614	1745.3773	4.0885773	16.085026	40.666813	-11.585776	1601.5251	82.00076	1764.0753	1456.8539	1786.4844	66.53608	1946.3362	1745.6228	61.646152	1000.0	46.2	1000.0	1000.0	227999	67.43703	233.22334	2954.2188	-316.1814	67.43897	233.19719	2900.8064	-521.9682	-0.58698106	10.507656	185.02205	-23.535456	-70.54467	436.52844	5952.309976577759
58	-44.09994	356.52917	46.57184	-2846.6562	1677.681	44.80282	1715.2998	1608.4498	6.606191	17.548521	38.63981	-9.8626375	1663.9133	66.768196	1799.0195	1586.1932	1644.7162	64.97004	1801.4868	1598.501	63.920635	1000.0	62.7	1000.0	1000.0	231999	92.33489	248.1578	3309.555	-384.95493	92.3315	248.1502	3479.0876	-309.10547	3.777499	11.643281	192.00763	-19.716192	-97.82816	562.5518	6058.046162366867
