Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	2.9425938	3.3934336	12.933866	-7.781565	19.249104	2.6618867	23.513159	15.535554	17.50269	2.3976383	22.008005	13.134622	18.343933	2.9019508	22.528439	13.155247	17.491228	22.3	21.7	22.1	3999	6.106862	5.011279	24.288584	-5.4033256	6.107036	5.012435	24.384348	-6.215242	-2.290675	1.8191417	9.324585	-13.558903	-7.342757	0.4881634	52.84323024749756
2	2.6680233	3.484568	12.122294	-13.662177	41.78132	11.959042	61.443222	23.3646	47.85506	30.38836	107.26603	15.514077	39.425434	19.922272	73.629395	15.682977	17.699116	61.3	78.1	59.1	7999	15.078873	12.090549	53.210636	-7.0710683	15.0791235	12.091013	52.16886	-6.6874456	-0.2432934	2.4696841	10.979432	-14.587605	-17.382301	1.1188967	118.43530774116516
3	10.5469885	34.333225	217.48975	-9.28478	303.27557	149.73248	551.00836	144.76956	368.50906	154.15236	753.90204	191.89165	310.39996	135.06105	535.2392	145.5429	29.267717	410.8	498.0	413.5	11999	25.693544	25.012903	97.27387	-7.364853	25.693424	25.01398	97.09252	-10.3970375	1.2714225	3.4702842	17.108545	-17.411472	-30.157698	3.8662102	197.36686038970947
4	209.73647	222.61548	634.48193	1.7268261	282.64163	187.39455	491.3451	4.6589837	315.23703	145.43535	491.5063	38.207134	438.154	52.76779	560.7938	374.18243	353.58334	581.9	676.5	859.1	15999	37.563873	30.026697	92.218346	-8.337925	37.56478	30.025902	94.17108	-7.6421595	1.0322396	3.2129788	19.685644	-13.896903	-41.007915	9.046512	287.5943841934204
5	141.34288	50.321712	212.14153	31.470177	394.66	152.03418	720.9237	232.02963	509.5416	152.58041	690.57153	192.83961	403.1839	90.94129	560.5519	278.25903	267.6	605.2	801.6	618.7	19999	43.133785	29.963055	96.18252	-9.678841	43.13407	29.96325	94.23562	-10.154009	1.0787424	3.2299488	17.445198	-13.36918	-45.879726	6.772172	377.0601818561554
6	409.58618	199.57472	648.0902	167.86778	307.91406	62.655926	395.83832	225.96687	463.7979	194.33748	701.3139	159.15326	264.6834	26.44866	314.28268	227.35396	650.8	447.5	673.5	377.5	23999	46.160236	29.130976	93.989	-8.152246	46.1603	29.13171	93.834465	-7.2631702	1.0123926	3.041599	18.301205	-13.883313	-48.423134	5.9329467	459.9286787509918
7	482.0181	222.99007	662.08105	154.61188	335.2342	45.20053	411.2349	258.5139	415.36557	117.82645	581.4613	275.14615	365.3863	80.92408	507.32248	269.05264	749.6667	529.9	679.7	573.4	27999	50.3906	28.072561	93.64889	-9.426809	50.390957	28.071918	93.57363	-8.247136	0.69769984	2.9170938	21.402252	-14.312776	-52.276608	5.169153	545.5507626533508
8	519.3181	125.233185	637.2437	317.441	408.96796	159.26947	723.236	226.78162	411.31772	154.56187	687.8677	220.01855	379.72507	156.15479	684.2747	211.12244	863.75	606.4	620.3	569.8	31999	52.7648	26.266514	90.71791	-13.376331	52.76479	26.266312	90.71386	-13.053527	0.3138334	2.7868166	21.460613	-15.14215	-54.33734	4.510273	631.2153697013855
9	556.5686	52.835125	600.0352	466.62936	391.9477	93.86407	601.1041	231.12622	443.15094	103.293594	616.2304	308.10828	511.14062	156.49892	696.6301	226.60631	962.75	571.3	678.3	786.6	35999	54.86356	25.17939	87.56338	-30.128668	54.86377	25.178228	86.85447	-21.404266	-0.09126506	2.7312438	18.903652	-13.518894	-56.253895	4.1000733	721.4484143257141
10	620.4485	15.704379	635.70294	595.4504	510.16522	110.398796	594.0324	292.145	518.3853	94.00022	594.95087	264.33936	568.52716	50.57824	680.06085	478.52176	1000.0	882.1	916.2	976.1	39999	57.83617	23.98866	85.45898	-24.466217	57.83609	23.988441	85.14721	-20.18553	-0.32987612	2.783936	23.513908	-13.103859	-59.178005	3.900335	819.8790156841278
