Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	16.965094	3.6565104	32.65156	9.868053	69.12633	28.774132	124.09312	28.572699	82.39686	14.273275	107.995186	57.1372	74.16539	25.890318	117.98458	30.774769	14.594891	69.4	74.6	74.7	3999	11.311335	7.0964713	26.54668	-2.154371	11.311193	7.0966144	26.795555	-2.6030178	-2.7350104	1.7744429	12.620384	-12.52743	-12.583029	0.46104473	54.208335876464844
2	16.84929	3.0207272	26.674828	10.981549	247.43863	236.75774	698.25305	23.574291	114.64172	163.3383	600.6679	27.240337	133.7451	165.776	626.6634	33.17302	14.541819	357.0	179.1	187.9	7999	26.555475	12.381339	47.320625	-5.974446	26.555784	12.379889	47.168262	-4.7115636	-1.7091577	2.9661064	18.64769	-12.0616665	-28.879835	0.8677062	129.84189534187317
3	24.360132	18.64531	90.616844	10.247511	72.88402	18.531761	109.70729	52.761494	67.38961	15.142398	95.56854	46.353016	67.89897	22.937338	107.80474	25.691591	23.627218	78.7	66.3	66.2	11999	40.17495	17.84011	63.874565	-6.4022784	40.17509	17.836721	63.986385	-7.9402666	-1.0517751	3.5528176	22.260338	-12.768504	-43.56196	3.2407968	198.39282941818237
4	70.41694	19.422916	133.66417	18.898207	105.3904	14.769203	132.06602	78.00926	156.45139	196.42502	741.77856	49.61128	125.826805	24.692307	166.68129	95.21498	72.56364	92.9	184.2	113.2	15999	52.111916	21.048094	74.648865	-13.333349	52.11288	21.042532	74.818825	-16.826868	-1.1153011	3.7132926	26.373661	-12.889702	-55.468884	3.9925654	270.383549451828
5	68.53421	23.242556	155.31018	17.831224	289.66608	276.7156	725.2644	18.223505	145.5159	183.48584	692.49536	33.764187	273.30975	275.251	694.9927	78.228676	79.38776	394.4	167.7	352.9	19999	57.08669	24.17337	83.453186	-21.999592	57.088184	24.168314	82.47667	-20.016537	-1.1736091	3.4148548	27.072268	-12.178833	-60.034492	4.0988617	348.05664587020874
6	75.23968	25.869938	150.5622	27.393261	208.35165	186.55432	728.5502	48.62701	143.54053	110.15192	381.19037	37.361954	124.4572	18.152843	154.54482	93.33288	97.64286	242.0	167.7	112.6	23999	58.15573	27.68735	88.507904	-14.93171	58.15454	27.689653	88.3358	-13.032722	-1.3884416	3.2822025	28.235722	-17.466637	-60.822083	5.011288	421.1911497116089
7	94.755775	38.418285	208.248	37.373505	447.08325	238.20312	689.50555	127.87372	211.08757	238.13672	686.968	26.556376	202.89552	195.02101	687.58777	28.174212	119.878784	617.9	299.8	281.3	27999	58.138836	28.939486	93.99713	-14.330306	58.137405	28.94182	93.68107	-19.618147	-1.3927819	3.157771	25.597876	-12.644625	-60.567722	7.0858927	503.45879578590393
8	103.12161	38.510727	227.13846	32.272278	99.10582	57.723362	203.72565	34.096428	286.46945	260.5694	854.8511	38.25509	149.32498	219.3715	797.5368	24.982365	139.55173	135.8	338.6	205.2	31999	58.244595	29.06025	94.63779	-15.052808	58.24349	29.060925	94.48096	-26.619282	-1.4217079	3.0362709	27.118921	-13.539116	-60.380135	8.725387	579.8475937843323
9	135.72334	63.450127	369.4976	50.209404	221.63069	220.3685	803.1897	35.18295	321.65387	337.28943	897.61957	23.968046	205.1619	86.38137	352.26523	84.83766	180.90909	244.5	370.3	210.1	35999	58.738445	29.020788	97.51832	-10.313963	58.737144	29.017923	97.13186	-11.225288	-1.4742953	2.9744515	28.547115	-13.903276	-60.72039	10.327566	665.5887553691864
10	109.07629	54.930237	200.01968	4.1182747	267.09576	175.6537	621.0449	116.3546	236.7865	240.79517	800.2422	34.723766	372.73972	237.61488	622.21844	30.116106	149.37038	345.7	305.0	570.8	39999	59.40219	28.646887	101.552956	-11.880289	59.40048	28.64568	95.93195	-12.0010805	-1.4158723	3.0011883	27.090618	-12.767879	-61.203594	11.349076	748.3465135097504
11	121.445305	55.793694	216.88448	25.83849	379.61316	262.5634	702.47015	100.65418	343.36392	291.64044	705.5115	43.00873	254.79141	166.39648	692.37695	103.56926	176.13637	505.8	482.1	309.1	43999	60.177074	28.496878	99.91877	-16.019962	60.17726	28.491837	99.76489	-14.802132	-1.4622331	2.9726532	26.809593	-15.283474	-61.88211	12.069371	842.4205279350281
12	171.4376	163.05537	681.052	36.30999	352.80292	239.53731	741.8813	130.89653	179.67647	211.87817	775.45593	25.204254	353.352	256.6654	773.1376	103.56945	251.53334	471.0	228.7	431.2	47999	61.61912	28.523565	102.434265	-17.756475	61.61958	28.52082	99.14218	-13.048887	-1.4892377	2.8826253	22.39856	-13.883547	-63.221	11.996174	925.2943780422211
13	343.4308	198.59163	619.9688	78.73142	424.24493	205.19267	694.48566	187.88635	267.24283	173.06487	693.2562	57.805634	394.809	193.60101	690.9314	200.32022	539.625	579.5	363.5	564.6	51999	63.481064	28.454807	106.50338	-13.74711	63.480083	28.453642	106.32703	-10.315001	-1.4371718	2.934244	26.425652	-14.865057	-65.04903	11.16328	1012.6091513633728
14	193.14601	168.54839	640.2003	27.791866	323.1353	198.62207	750.1161	180.18121	373.6444	272.01987	963.66113	117.00917	398.68402	206.24391	660.9272	145.77718	269.4	382.5	453.0	540.7	55999	65.49209	28.01504	105.234276	-14.603109	65.49178	28.012098	107.620834	-11.45358	-1.5424824	2.9241488	32.835083	-12.468662	-66.94836	9.938406	1097.2856352329254
15	270.21243	159.00381	639.1173	94.18524	303.24896	195.6676	603.2326	57.644978	143.8227	79.34041	232.75018	24.500254	202.93163	148.03307	613.2874	46.176556	359.45456	438.3	182.8	263.7	59999	66.83754	27.970577	98.99068	-13.132165	66.83672	27.966799	98.81184	-20.808159	-1.5623997	2.8998663	26.582989	-13.3570595	-68.25902	8.750119	1177.0586795806885
16	353.4079	216.45964	685.4264	150.76534	722.8535	40.02844	808.381	692.33954	516.1698	299.11407	807.0295	54.001434	712.74884	24.408024	776.08484	690.6565	502.0	1000.0	719.8	1000.0	63999	68.69365	28.01677	101.393265	-13.971457	68.69264	28.014095	102.464165	-12.635077	-1.6685469	2.8096454	27.837662	-14.012459	-70.04429	7.7773533	1279.4705896377563
17	581.67615	162.38518	690.91095	300.9227	364.12762	188.23218	699.4975	200.00705	252.50847	232.50664	698.05646	31.39458	346.32428	148.1799	608.7415	187.73006	846.0	483.8	327.8	447.2	67999	70.87102	27.873436	101.23493	-15.565901	70.87051	27.87066	101.13438	-14.885106	-1.6942002	2.817949	30.59429	-13.132089	-72.223076	7.013361	1362.8174068927765
18	525.7529	188.93571	689.5517	187.48901	651.1844	223.41101	787.3888	20.552172	579.6793	242.32971	789.99023	86.23598	669.0209	60.55532	776.13666	597.1329	775.0	905.6	791.7	979.4	71999	73.13564	28.058065	100.70776	-19.31536	73.13493	28.05668	101.27713	-13.157286	-1.7425811	2.7935658	28.62093	-13.362624	-74.45885	6.535898	1471.4692373275757
19	460.90118	191.66206	690.95135	249.8648	471.7509	311.44797	793.76495	65.60369	521.2604	275.38416	789.6498	60.580605	426.19205	275.6625	695.823	46.39661	636.0	679.7	773.0	671.1	75999	75.36308	28.43199	103.342316	-17.38873	75.36264	28.43024	105.077194	-13.696356	-1.7682666	2.767363	28.687777	-13.902	-76.64719	6.3999915	1567.9719109535217
20	587.3169	192.12712	715.1024	207.91304	883.0526	90.61687	984.4461	711.82965	840.91425	42.943993	894.5334	794.2675	840.6657	84.56782	928.45447	706.41705	861.4	1000.0	1000.0	1000.0	79999	77.322334	28.815	109.13616	-14.43868	77.3223	28.812408	111.73308	-10.4368	-1.7402581	2.836142	29.507032	-14.480118	-78.5864	6.4585714	1676.027072429657
21	638.2634	121.89959	715.747	427.32996	757.48785	123.36302	972.00604	597.08356	700.9646	208.66917	895.70807	226.35796	727.6366	182.60994	967.1002	256.44604	892.25	1000.0	884.7	925.1	83999	79.421234	29.137007	105.88898	-15.906694	79.420906	29.134224	107.550156	-17.29879	-1.8054047	2.748821	31.312048	-12.770815	-80.67456	6.507082	1780.8950862884521
22	699.927	5.3120093	705.7284	693.32007	727.63385	44.230095	810.26166	685.7766	696.15326	223.30463	876.02856	57.33625	721.3841	61.948795	812.43536	595.61017	1000.0	1000.0	909.8	1000.0	87999	81.93866	29.3869	108.311516	-16.431353	81.93828	29.385723	109.77712	-14.645343	-1.8000666	2.7942595	28.803556	-13.613867	-83.19457	6.0973024	1890.3769400119781
23	710.7268	11.839439	730.9928	702.0039	815.6584	38.932034	891.0666	776.4768	824.2765	59.24574	889.28156	699.0487	812.6819	37.681293	857.1873	709.7132	1000.0	1000.0	1000.0	1000.0	91999	84.28205	29.69639	109.03226	-12.311018	84.28186	29.694265	110.13498	-13.414694	-1.8429914	2.7756262	28.380817	-13.0550995	-85.52454	5.869325	2001.2636206150055
24	723.07446	16.312191	748.721	705.70154	815.92596	36.255066	895.19006	759.7161	855.9518	60.90816	987.3988	799.2907	858.42786	25.544258	890.1896	825.4685	1000.0	1000.0	1000.0	1000.0	95999	86.80117	29.786024	111.10028	-15.798849	86.80094	29.7837	111.99855	-12.344651	-1.8754152	2.8167598	32.029037	-13.0397835	-88.0351	5.7441883	2108.504382133484
25	492.53067	320.67053	722.5354	12.754412	793.6051	215.31316	903.1002	164.77621	703.3908	297.7669	899.00525	38.369087	889.0553	16.9522	925.3827	855.2798	718.0	923.0	840.4	1000.0	99999	89.0362	30.011648	114.491776	-15.397203	89.03621	30.009218	114.58912	-23.481333	-1.9509858	2.7933896	28.05388	-13.230349	-90.27733	5.5967927	2213.357347726822
26	602.80457	259.5544	750.3278	84.68953	764.21716	76.91024	895.7279	621.7965	841.27576	36.945473	893.27405	805.7776	799.9476	83.78786	877.30994	599.47424	816.2	1000.0	1000.0	1000.0	103999	90.86889	30.493296	114.65122	-14.984171	90.86875	30.490355	116.266014	-14.578085	-1.951226	2.7746022	28.87122	-12.978716	-92.04872	6.1551914	2323.1522088050842
27	742.7081	11.046514	753.34607	724.6613	837.2833	42.54206	891.4134	791.9222	795.2185	177.83391	978.9332	289.92563	827.0295	20.34847	872.44073	808.8384	1000.0	1000.0	930.0	1000.0	107999	92.57423	30.845354	118.356224	-28.91853	92.57384	30.843277	117.55023	-17.560995	-1.9393706	2.8544698	27.821218	-13.408278	-93.76194	6.3409343	2430.2778725624084
28	737.6598	5.536619	743.7582	728.76416	889.79425	8.691745	898.6114	874.1489	725.03937	299.37512	912.5384	35.27915	850.0793	36.77737	890.63934	790.8044	1000.0	1000.0	845.1	1000.0	111999	94.26588	30.742636	117.37366	-18.62419	94.26558	30.739527	119.76984	-15.727076	-1.9827769	2.79085	32.43335	-15.369547	-95.42542	6.4003997	2535.2893409729004
29	530.97577	274.8816	758.61066	110.54083	860.263	57.494133	899.47217	726.5917	853.897	47.708076	899.85095	794.11774	897.72473	27.828718	955.685	838.8737	715.2	1000.0	1000.0	1000.0	115999	96.00808	30.747875	120.52682	-23.807299	96.00754	30.745619	120.466194	-14.840353	-2.0172474	2.7547796	30.759714	-15.219044	-97.16359	6.271745	2643.392864704132
30	739.08105	6.392092	744.68585	728.68176	818.162	34.962265	888.40125	798.1474	854.8034	43.556797	898.84894	800.70325	845.9535	34.019695	883.27936	809.58624	1000.0	1000.0	1000.0	1000.0	119999	97.51038	30.81659	123.48971	-15.649571	97.51021	30.81427	122.729836	-16.03289	-1.9799738	2.8010342	30.690027	-13.670926	-98.64356	6.285998	2750.1936333179474
31	748.52856	9.532428	757.34485	732.6081	826.2137	40.150593	889.42834	791.581	840.63477	63.810867	977.239	744.765	864.67334	21.03347	887.67896	817.17365	995.5	1000.0	1000.0	1000.0	123999	98.76227	30.950144	120.41741	-16.713285	98.76225	30.946682	121.90704	-20.442247	-1.9614526	2.806458	27.061527	-13.28752	-99.87548	6.4171405	2855.5262353420258
32	746.8419	10.3251915	756.53564	731.69055	863.1196	43.932323	900.3361	793.2437	793.9131	208.92726	901.5799	177.85402	876.0754	24.206703	899.30804	833.00165	1000.0	1000.0	916.9	1000.0	127999	100.03337	31.054245	121.79664	-12.810799	100.03302	31.052448	124.011955	-15.215223	-1.9353868	2.8621264	37.411366	-12.993216	-101.1421	6.1987247	2963.847123861313
33	600.5205	251.63226	749.50366	55.93091	812.3177	68.79211	889.43475	696.99567	833.2191	58.505554	904.0625	713.8546	847.5687	45.97374	901.2899	790.3545	810.3333	1000.0	1000.0	1000.0	131999	101.61989	30.859766	123.85734	-18.892456	101.61914	30.85591	124.762825	-18.504812	-2.0425406	2.8054252	30.551313	-12.50088	-102.720566	5.9186063	3074.440423488617
34	668.84625	132.90813	761.2993	439.46332	859.13556	78.64631	927.5535	686.114	817.98413	44.81939	938.1335	776.3085	855.2663	96.3821	961.0184	623.47565	889.5	1000.0	1000.0	1000.0	135999	102.7074	30.632746	122.80724	-19.235271	102.70717	30.6301	125.31568	-17.566097	-2.0975935	2.776197	30.46381	-12.942564	-103.78706	5.8291173	3185.6484570503235
35	754.12476	12.250512	768.8958	734.8412	867.8659	36.960342	899.848	799.8046	814.6305	219.05096	898.7771	157.97424	874.85266	25.817278	906.42053	802.9431	1000.0	1000.0	914.8	1000.0	139999	103.49349	30.504765	123.73895	-22.220505	103.4937	30.50009	125.41124	-15.192806	-2.0455506	2.7751598	30.347044	-14.765742	-104.531334	5.8058705	3295.540406227112
36	428.05984	240.58018	777.8273	89.097115	825.6385	79.625916	895.99493	685.8547	784.56995	49.8916	878.4523	698.03143	804.4305	33.381958	863.7136	753.4722	546.7143	1000.0	1000.0	1000.0	143999	104.29961	30.343561	124.53056	-17.737055	104.29957	30.33945	126.218185	-22.179033	-2.022455	2.805666	35.00067	-14.990793	-105.323044	5.769463	3401.1457364559174
37	600.59534	215.31392	759.8974	203.98265	801.52185	104.19356	899.2517	595.19434	787.8224	225.46097	893.3878	136.27505	800.05817	95.39264	895.08936	596.9171	781.2	1000.0	913.4	1000.0	147999	105.01843	30.033428	125.21622	-18.717194	105.01825	30.029228	131.54382	-14.867981	-1.9995058	2.785208	33.101345	-12.480418	-106.033676	5.762662	3509.4009523391724
