Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	3.1194847	3.345342	11.368398	-4.845331	10.667936	0.64370555	11.498186	9.678473	9.834456	1.810861	11.206522	4.5581794	10.672134	0.8948015	12.524245	9.237277	17.30303	21.1	20.4	21.1	3999	5.8569765	4.964327	23.765701	-6.072302	5.857214	4.9643397	23.876078	-6.0802546	-2.5495608	1.6472443	6.9734135	-13.733715	-7.031685	0.3953208	65.2631208896637
2	3.0825431	3.2751086	14.271362	-5.13201	81.15464	25.59871	133.17276	51.56706	90.062485	28.135725	132.62766	46.64905	94.43434	31.681467	154.30688	60.250282	16.852322	181.5	203.7	217.8	7999	17.276875	16.555473	85.98801	-7.9864993	17.276634	16.55609	84.747734	-7.6879206	0.51281774	3.267929	17.74686	-13.809977	-20.81127	1.4901752	144.3482346534729
3	8.694004	23.886957	203.19266	-5.400157	3.915011	1.0779836	6.275004	2.7072759	232.84505	253.0906	577.62787	2.7578125	190.47299	192.65787	467.86838	2.9180129	28.419847	25.8	411.8	339.3	11999	52.705544	54.454754	227.77992	-15.231045	52.705814	54.45647	220.25693	-17.072853	3.6672637	4.9060655	26.876389	-11.781922	-62.895515	17.49938	228.11595678329468
4	210.24101	119.91536	439.94565	28.500433	336.52667	132.36435	683.89777	234.15742	426.94696	202.56746	769.9078	265.09528	492.90625	201.83128	726.7426	166.83607	390.9	448.4	568.3	702.9	15999	77.472626	64.64982	207.01268	-23.442352	77.47412	64.65428	209.068	-18.845968	3.676305	4.5666223	27.237421	-12.561904	-84.90642	31.09857	325.2791566848755
5	381.49124	173.78691	652.7409	150.78043	425.18222	223.71494	673.75397	48.62823	271.20233	224.71866	696.6686	84.27819	281.2789	165.2011	677.20544	63.048336	610.7143	622.9	392.2	413.9	19999	86.50877	64.46283	198.36264	-21.198494	86.50938	64.4678	196.53352	-26.193974	3.416672	4.1592555	25.673246	-14.962688	-92.354546	24.688581	415.91993951797485
6	237.63005	225.52191	643.12646	9.615095	667.64716	44.018753	696.8751	536.59827	637.55725	89.7764	687.844	457.8438	667.38904	68.72901	712.5155	490.8662	414.0	978.0	1000.0	957.9	23999	92.47083	62.053936	194.19617	-26.583775	92.47031	62.055424	200.09189	-25.804855	2.7834728	3.8206732	23.54371	-13.752583	-97.00948	27.155516	526.3540072441101
7	301.174	157.9171	563.6042	101.72834	264.002	60.630478	333.3714	118.26368	274.8979	145.81464	678.3523	163.92908	257.96497	57.00445	323.29196	153.97289	561.0	383.5	397.5	374.8	27999	90.20813	55.418953	167.6248	-18.424154	90.20955	55.41822	172.08995	-29.068567	2.1504447	3.605465	21.84781	-13.856704	-93.57512	20.498423	615.2555868625641
8	403.23676	202.44687	607.9107	137.98114	498.37988	173.69344	715.304	168.31834	597.4896	140.58354	736.2035	220.03519	589.9275	113.9769	769.52325	394.58984	694.2	805.5	926.2	947.5	31999	85.07487	48.31905	149.80563	-12.978336	85.07453	48.321175	148.67435	-14.3488865	1.623439	3.500427	22.313774	-14.563665	-87.72781	16.046453	735.7073559761047
9	602.8849	15.491101	620.0526	585.9854	174.15652	76.578415	286.78455	35.544586	236.3562	154.32312	594.15173	24.666193	180.78061	182.68687	673.14636	24.825598	1000.0	253.7	366.6	278.2	35999	81.14682	42.312298	138.53737	-22.473679	81.1458	42.315464	139.1669	-32.344482	0.6646778	3.3214834	20.988527	-14.890967	-83.16362	14.174449	827.7045876979828
10	452.53488	198.48096	616.8378	162.85088	240.50505	183.81223	610.9403	114.44356	340.16022	209.64238	667.81226	116.643425	232.67715	200.13353	648.79535	81.276764	756.8333	383.8	550.7	359.1	39999	77.37208	37.66486	130.99832	-33.851986	77.37082	37.667908	131.30234	-27.958872	0.10280715	3.1038098	20.165688	-14.845301	-78.99867	10.874206	913.9327237606049
11	264.35336	190.69238	609.4451	99.63174	160.73584	58.58842	292.9424	101.846306	162.96335	80.228745	327.935	83.11041	118.54677	49.579338	212.43068	31.74739	434.44446	223.4	226.1	155.3	43999	74.87801	34.37792	125.68672	-27.120369	74.87735	34.379116	126.47638	-35.23204	-0.2129045	3.0672941	22.735641	-13.283896	-76.26435	9.677694	993.3224878311157
12	455.44995	215.4436	593.29834	28.421316	238.94736	128.47903	591.462	138.03319	308.69916	178.68939	588.4658	131.35434	168.68787	54.127598	299.77133	116.521454	781.2	381.6	517.8	263.5	47999	72.97577	32.282207	119.67109	-26.161547	72.97533	32.28332	118.762535	-34.105747	-0.5233855	2.9294143	20.189535	-14.935387	-74.21847	8.50415	1081.2982232570648
13	389.5592	187.52995	645.82404	161.99413	189.5368	20.648375	209.53801	135.18967	217.9971	42.80468	321.02194	167.50096	183.15678	24.614944	210.61247	130.92773	660.8333	310.8	362.2	296.8	51999	72.10076	30.880066	110.38132	-30.706291	72.10008	30.880445	110.78544	-33.033455	-0.6755825	2.9070654	19.588184	-13.924481	-73.29917	7.8812428	1169.7585709095001
14	396.6866	170.31517	632.96204	204.18013	224.60612	134.78358	587.18536	107.68153	207.7313	129.4102	570.1487	98.998566	218.79663	137.71968	563.9474	92.721695	641.1667	372.9	356.3	363.5	55999	72.23993	29.92311	108.385666	-57.642475	72.23963	29.92323	109.05639	-27.566856	-0.83645713	2.8501992	21.523132	-14.563477	-73.3517	7.6486826	1262.2096049785614
15	619.4944	8.437579	630.00903	608.39557	200.30367	61.729733	316.92786	138.5375	230.1113	125.8066	595.74677	116.73067	220.99097	67.91721	350.61954	134.77492	1000.0	319.8	366.9	339.0	59999	73.280304	28.983784	107.69092	-37.51609	73.27996	28.983545	108.11211	-46.87508	-1.0309087	2.7751634	23.310352	-14.454431	-74.37662	7.2872167	1348.4337203502655
16	438.27426	184.79103	646.3841	113.86119	341.54904	159.15115	696.3204	165.39967	387.43494	191.63806	691.60565	159.51974	385.1479	214.15373	689.9812	125.62879	708.6667	536.0	619.3	571.9	63999	74.476944	28.154713	108.19223	-26.45392	74.477066	28.153168	107.28776	-44.83162	-1.1009315	2.7421944	20.350151	-13.766594	-75.52603	7.0448966	1443.328412771225
17	540.9205	185.25558	647.0551	171.9869	511.6563	136.35225	584.77686	107.79732	517.7909	147.84009	646.42035	102.36589	519.94324	144.06189	598.01245	104.15691	853.0	907.0	899.8	899.9	67999	75.60126	27.805033	107.52946	-41.38651	75.60087	27.805012	107.765175	-49.717323	-1.1377091	2.691067	20.89897	-13.808653	-76.647125	5.9292617	1552.2460865974426
18	505.79663	185.51811	632.4585	185.42934	492.12964	61.273838	557.05536	345.7885	487.8974	159.19835	690.53754	170.68405	462.70206	184.26073	705.2618	130.00385	827.0	845.4	788.7	735.8	71999	76.94774	27.30039	106.50359	-48.37029	76.94774	27.299408	106.86078	-61.836296	-1.2159041	2.7071817	21.83256	-14.110794	-77.97004	5.683121	1655.1848261356354
19	592.9083	46.601944	627.54065	504.99054	328.94925	150.55585	552.44293	185.39354	343.20532	171.09851	624.5321	153.96332	351.6585	111.74457	533.8284	214.28227	974.0	512.8	540.8	545.6	75999	78.29443	26.820082	107.0981	-42.033585	78.29389	26.81957	107.06549	-44.4527	-1.274997	2.6672869	18.365553	-12.756428	-79.29077	5.5656834	1749.4856441020966
20	574.16626	81.9587	635.28314	432.9953	393.37747	183.25821	694.8284	192.33687	433.93564	164.9036	620.5491	182.7087	291.03384	154.10068	585.3567	116.73071	926.0	573.3	652.0	429.9	79999	79.60056	26.410995	107.07178	-34.455856	79.60037	26.411098	107.69411	-28.894552	-1.3374869	2.6793394	21.315212	-13.797799	-80.578125	4.956131	1844.3794615268707
21	543.3175	165.15347	645.9021	257.52084	344.46393	186.13245	660.7992	172.53629	315.8843	164.94861	608.3095	157.71832	287.17874	143.54341	582.2605	188.30989	855.5	503.5	459.7	437.8	83999	81.02482	26.263998	108.746666	-48.052933	81.02435	26.263275	108.39834	-56.683693	-1.3892844	2.6193576	19.486698	-13.471619	-81.979965	5.059902	1934.138109922409
22	618.6887	15.788769	630.4023	591.51874	227.08464	144.2464	642.9173	136.12616	171.41197	57.65739	321.28717	115.955345	206.37463	78.60084	400.64087	132.60078	1000.0	331.9	242.7	297.2	87999	82.5186	25.970625	108.61814	-21.351398	82.51853	25.970188	108.74618	-57.523094	-1.4524381	2.6432974	23.123764	-15.074483	-83.486	4.783576	2017.7209248542786
23	563.4501	154.67203	661.0596	257.01147	197.65976	55.612225	311.03867	136.66667	238.40659	160.83171	699.056	108.22726	180.0118	61.551575	319.66324	120.07129	889.8	276.4	332.0	242.3	91999	83.74799	25.489065	109.396164	-32.339363	83.747925	25.487871	110.1382	-78.365204	-1.4964572	2.6154666	25.850603	-13.231536	-84.679596	4.940103	2101.8134927749634
24	654.85803	15.420068	678.68274	635.81494	553.7997	157.6903	791.19244	354.12488	374.79974	95.77945	463.71725	184.59839	464.9787	112.45917	787.3622	352.66483	1000.0	752.2	541.6	651.4	95999	84.86883	25.282383	110.366425	-52.36395	84.86874	25.28055	110.06251	-43.497524	-1.5707297	2.5899334	20.556427	-13.307198	-85.78267	4.4241934	2201.881989479065
25	518.21594	232.01833	660.64954	55.37485	153.84521	27.209904	225.91049	120.15656	157.56216	46.32058	287.84378	120.0793	179.8774	66.1431	336.678	133.43867	814.2	201.0	204.9	233.8	99999	85.94037	25.190378	111.889465	-54.368835	85.94047	25.190826	110.27416	-70.36965	-1.6218431	2.553112	20.363132	-16.264791	-86.84263	4.232195	2284.603139400482
26	412.59714	213.69809	630.9223	105.751274	289.79144	145.36693	496.2634	144.39882	302.09406	152.65521	616.08276	174.89001	291.20865	155.51448	533.8425	135.21837	655.5	415.2	442.5	407.3	103999	86.99041	24.751223	111.47043	-35.533043	86.99	24.751568	111.43662	-35.316166	-1.6644204	2.5542428	21.886106	-14.2969265	-87.868614	4.443226	2376.401890039444
27	660.12634	10.379838	671.2137	643.1332	524.4719	221.73212	790.9404	169.44725	498.02823	130.81955	609.16077	204.60805	510.62823	140.63232	690.57495	290.15253	1000.0	785.0	852.0	843.1	107999	87.86273	24.788557	115.322716	-75.94623	87.86234	24.789036	112.32399	-56.94946	-1.7098688	2.5404103	21.999247	-13.686085	-88.75419	4.6383214	2484.285133123398
28	632.36084	8.223937	645.11127	623.6049	502.56427	118.796295	693.61426	281.09604	480.06543	179.65317	695.58307	222.21095	572.3729	140.44147	695.6095	254.83752	1000.0	845.3	768.5	892.3	111999	89.31177	24.268923	119.89576	-33.779522	89.31159	24.2665	116.15117	-59.00262	-1.7660495	2.493989	24.126537	-12.715988	-90.200325	3.9383817	2590.8095319271088
29	548.96423	165.2168	670.84125	223.0504	544.3058	89.1557	632.4444	300.68234	628.67615	90.74236	791.8769	501.42514	592.73517	130.20226	742.44257	272.08667	877.4	934.5	980.2	940.5	115999	90.31362	24.25277	117.47373	-69.39965	90.3133	24.253494	114.69414	-50.91101	-1.791066	2.4900985	27.201	-12.895994	-91.19263	4.982282	2706.098368167877
30	661.2398	13.681601	676.861	639.5287	595.14355	168.55092	773.846	195.63779	551.71643	208.24821	777.15186	217.6543	593.1282	80.638916	734.0662	385.11902	1000.0	881.6	760.8	948.9	119999	91.44958	23.835548	117.67457	-34.65372	91.44932	23.837137	116.31852	-45.924206	-1.8248028	2.5202975	23.192894	-13.583964	-92.3305	4.507885	2816.1842143535614
31	655.87366	13.871099	672.7399	635.30273	275.40173	51.106575	390.93808	219.27634	342.367	139.80176	591.3288	127.95285	291.41483	48.937084	368.57315	215.4914	1000.0	403.4	510.4	418.4	123999	92.57096	23.650738	117.99873	-42.511772	92.57063	23.65107	120.42423	-54.84075	-1.8113791	2.5060725	28.759941	-11.962136	-93.44569	4.1602316	2909.528049468994
32	639.5956	17.965353	665.5718	615.7095	313.3072	186.85625	754.6096	128.58179	270.51993	147.00204	556.2199	118.75951	280.25604	107.29973	525.6217	149.64801	1000.0	438.6	428.6	402.6	127999	93.77977	23.282295	120.66926	-47.06942	93.7799	23.281454	121.132645	-88.454124	-1.878361	2.496668	21.760267	-15.878407	-94.64344	4.197099	3003.4854578971863
33	641.41077	29.803429	670.6017	591.99384	513.3872	126.12059	766.0411	388.4917	502.7204	132.86229	752.7725	358.3048	455.4043	175.39537	758.7651	213.17943	1000.0	736.6	720.7	641.5	131999	94.92502	23.063421	125.24191	-26.254566	94.92507	23.062822	125.54954	-72.85158	-1.9016577	2.5477998	27.731274	-12.809307	-95.79844	4.141378	3107.72957444191
34	647.9366	19.96752	666.8211	618.81757	255.79492	87.50123	425.38028	177.34648	438.2408	204.31754	704.3282	172.81187	289.1717	145.43602	680.8376	181.17607	1000.0	357.1	673.7	409.7	135999	95.84006	22.846472	123.27954	-61.663414	95.83948	22.84875	122.3247	-102.39312	-1.9311879	2.504045	30.428007	-16.949205	-96.69166	4.025475	3200.789562702179
35	659.076	23.864975	684.6077	619.9261	316.7994	94.869026	449.3203	140.51396	283.30768	178.94228	674.3512	119.6307	203.41617	74.298195	395.7046	151.75008	1000.0	425.8	397.6	277.2	139999	96.88344	22.337116	121.08832	-72.20407	96.88324	22.33646	119.97689	-71.803635	-1.9496397	2.5232892	30.273144	-13.469328	-97.728004	4.105112	3288.6455514431
36	672.69037	11.98955	689.4053	658.04816	270.26132	84.92609	415.24997	169.41978	359.3715	176.48871	683.4579	165.27336	195.99333	25.553122	241.81818	159.17645	1000.0	364.0	508.3	258.3	143999	97.68991	22.302292	121.79337	-50.424263	97.69022	22.302784	122.04997	-60.803024	-2.023552	2.4464643	23.89202	-13.444763	-98.535545	4.149415	3375.823471546173
37	623.9607	73.70711	681.2453	499.78232	221.76506	90.26372	476.13968	133.69878	318.1855	187.80103	686.8289	161.12459	337.37198	159.8778	532.2292	163.48247	953.5	318.9	473.7	479.0	147999	98.58226	22.126501	123.66044	-86.49401	98.58178	22.127697	122.573296	-54.85714	-2.0274577	2.4706182	23.76645	-13.453733	-99.42766	3.5317774	3466.3182516098022
38	661.39514	16.535187	678.1277	640.2398	541.90845	167.82675	705.7975	264.29398	480.53412	185.22232	713.0768	228.61356	513.0937	187.09404	696.9164	259.11716	1000.0	782.6	681.7	746.2	151999	99.41409	21.869905	122.91465	-76.31597	99.41445	21.870878	122.80369	-61.248634	-2.0516841	2.4499633	24.896032	-14.438322	-100.24978	4.3511567	3569.7625982761383
39	638.74554	20.960068	662.5671	607.79034	432.6508	68.41618	542.9847	316.92374	471.31796	94.14147	658.9215	327.05283	411.03506	71.8681	511.93735	296.95563	1000.0	663.7	768.6	683.6	155999	100.24903	21.4399	120.100044	-48.585033	100.2488	21.43615	121.77883	-80.10582	-2.0182045	2.5132127	33.23535	-13.063118	-101.0955	3.7354653	3673.4929440021515
40	663.6561	19.21668	696.7153	649.638	362.71036	41.620274	427.10553	303.98068	342.15213	96.06414	560.7354	150.25826	384.40802	16.637806	417.60162	359.79764	1000.0	618.1	548.7	634.8	159999	101.01451	21.112402	119.51499	-62.970764	101.01472	21.108814	119.4981	-32.78051	-2.0414267	2.4766753	26.545341	-13.223308	-101.83858	3.863022	3771.684741258621
41	663.7086	8.179662	674.503	651.6226	238.65584	123.34946	482.5514	139.848	248.07492	75.60559	367.72925	166.09714	286.33023	116.419334	420.08798	160.56836	1000.0	332.5	347.3	383.9	163999	101.61963	21.08007	121.58069	-80.547775	101.61956	21.079052	120.58755	-65.46399	-2.076922	2.4611585	27.204086	-13.098486	-102.4451	3.6107688	3860.111885547638
42	660.91943	14.26087	683.0674	643.2278	344.92712	51.98196	431.12137	278.17007	421.43994	145.1935	626.0936	238.3715	374.92645	61.24406	488.42728	304.0585	1000.0	528.0	694.5	584.8	167999	102.18034	20.897692	121.71077	-46.680187	102.18012	20.898657	121.12061	-63.350563	-2.1215057	2.4584622	22.363384	-12.607397	-103.00583	4.030442	3958.494757413864
