Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	AverageAdvEpRet	StdAdvEpRet	MaxAdvEpRet	MinAdvEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	AdvEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-31.003862	7.969646	-12.749835	-60.38439	1732.0576	46.252472	1827.6361	1621.9371	20.732044	14.876113	43.881508	-2.031715	1713.2317	62.21228	1784.3798	1589.6288	1754.3971	40.737694	1837.1566	1724.515	19.722773	1000.0	33.9	1000.0	1000.0	3999	7.0887227	6.1569076	26.864403	-11.978628	7.088491	6.157339	27.240574	-12.018278	-7.476548	2.8697338	12.827543	-21.897228	-10.5220375	1.326996	111.64883351325989
2	-60.47581	371.24487	-12.887253	-4828.096	1703.112	90.18376	1856.5327	1559.4368	17.062342	11.859103	37.134182	-0.6449724	1731.4869	70.29969	1843.5209	1639.6106	1683.4844	63.40711	1761.7634	1559.2236	24.126507	1000.0	48.1	1000.0	1000.0	7999	36.29987	28.812943	274.83887	-306.49017	36.299484	28.815289	271.84213	-308.90002	0.48821285	6.3992767	55.06205	-21.92208	-44.117092	17.60297	236.68352031707764
3	-53.852306	304.50513	9.949173	-4080.1104	1750.1735	95.172035	1904.3685	1588.7557	-20.447786	17.342522	0.73493284	-61.294964	1695.5742	65.27483	1829.1934	1626.8564	1694.0211	53.262234	1783.0338	1580.9274	22.647728	1000.0	49.8	1000.0	1000.0	11999	140.30806	73.94419	639.4279	-240.62288	140.30898	73.947334	634.3841	-241.22572	11.501176	8.892443	86.11523	-19.250957	-157.90588	105.5375	362.9372630119324
4	-18.448248	34.260498	48.773834	-204.17679	1687.7908	39.28366	1767.0796	1662.7585	18.36239	17.325691	39.42845	-24.428211	1595.3053	38.573578	1672.906	1569.2051	1716.959	90.28258	1864.9316	1569.5786	42.870968	1000.0	55.8	1000.0	1000.0	15999	166.9787	126.3946	1014.4218	-431.1149	166.97726	126.38948	1011.4814	-566.51715	10.447791	8.982109	221.319	-15.312162	-179.54225	168.50194	490.23555517196655
5	-47.35056	282.59277	27.868402	-2471.4785	1702.5742	75.43338	1882.7194	1575.2628	-12.673894	13.596853	4.118381	-38.089813	1513.0869	29.567558	1601.51	1499.211	1721.1539	46.568295	1780.7262	1676.5988	53.493332	1000.0	48.7	1000.0	1000.0	19999	147.90361	158.13495	1102.9028	-132.61346	147.90588	158.12524	1103.4392	-133.5544	8.595443	7.356104	86.11413	-15.929709	-157.68452	144.7512	617.5871889591217
6	-20.316425	25.444355	38.681576	-85.42775	1690.407	41.95031	1778.8918	1592.2426	22.241219	20.82832	44.38427	-23.72956	1593.9998	46.99795	1667.6144	1561.1256	1710.7924	56.049614	1790.219	1596.1598	39.81	1000.0	63.7	1000.0	1000.0	23999	124.6973	172.24117	1274.6068	-125.14352	124.69827	172.2362	1280.1888	-132.6372	6.845913	6.68609	96.74629	-16.94701	-132.62996	119.63957	745.2861044406891
7	-37.241238	224.28346	39.310734	-1938.7634	1692.8718	58.472824	1777.51	1580.6023	7.0021005	18.821215	32.815636	-34.008812	1618.4163	51.07899	1672.6791	1566.0992	1705.4576	98.54079	1870.9193	1483.3177	54.41892	1000.0	48.0	1000.0	1000.0	27999	109.47168	189.88483	1271.903	-124.78174	109.46889	189.8815	1290.2305	-151.04765	5.329972	6.55699	71.983894	-19.554722	-115.77565	125.780106	873.4973759651184
8	-1.2377466	21.001678	31.246492	-112.99442	1749.0164	67.79864	1910.5651	1688.5049	11.372207	13.665494	35.332165	-8.303608	1646.433	81.526306	1799.3292	1493.0236	1756.4197	72.843	1917.3654	1678.2755	52.103897	1000.0	48.1	1000.0	1000.0	31999	95.1818	190.0968	1263.3567	-124.31974	95.17812	190.09483	1272.4407	-138.12216	3.7566018	6.445979	72.95477	-20.54293	-100.2324	94.23339	1001.3538160324097
9	-17.690374	16.040272	23.80943	-96.43971	1776.419	66.06041	1830.0413	1628.0938	-2.919981	18.38795	46.447525	-26.87686	1610.5027	83.20968	1796.6421	1499.1172	1788.5144	66.8242	1933.506	1724.7244	41.53125	1000.0	42.7	1000.0	1000.0	35999	85.16586	198.84196	1341.7527	-125.820274	85.1648	198.83656	1326.9675	-149.93697	2.3622198	6.5051455	67.12906	-19.703861	-89.479164	91.13168	1128.633323431015
10	-9.870786	18.964094	36.59739	-49.97313	1717.2289	47.198906	1782.7191	1670.9943	4.1611776	24.376997	47.30331	-49.615677	1674.3457	92.9452	1850.0261	1540.2108	1714.4031	48.035374	1777.0391	1669.126	44.80899	1000.0	38.8	1000.0	1000.0	39999	74.47665	201.57927	1348.8914	-124.88179	74.47673	201.5743	1344.6302	-132.91699	1.1288805	6.5579743	76.37276	-19.922773	-78.16853	91.29595	1256.567630290985
11	-7.39054	22.681932	38.874382	-89.593475	1669.4651	48.249565	1721.3971	1609.0476	29.743307	14.086568	45.661922	0.3442441	1554.9392	48.997585	1664.6794	1446.4128	1685.4008	94.6106	1823.1967	1496.0459	43.20652	1000.0	53.2	1000.0	1000.0	43999	69.42848	208.38385	1415.1093	-136.23232	69.42621	208.3788	1388.7336	-152.67471	0.078020446	6.558618	68.43831	-20.303919	-72.82016	84.50406	1383.8861501216888
12	-6.8852034	24.108269	35.113655	-90.73715	1727.3044	67.09478	1877.0356	1670.1886	0.3168853	10.374157	24.42256	-12.505967	1647.3568	80.26434	1752.5382	1535.8605	1729.415	65.38984	1862.6072	1661.0619	49.30488	1000.0	36.7	1000.0	1000.0	47999	69.23478	231.54697	1825.0564	-126.587654	69.23387	231.53543	1829.6943	-142.11462	-0.58866537	6.862741	89.648186	-23.90563	-72.74123	95.32691	1511.855149269104
13	-47.693886	354.05637	38.395676	-3169.879	1694.5896	77.31261	1828.8838	1600.8684	13.403055	18.193693	45.959595	-25.76219	1637.5326	78.86461	1767.9426	1563.5958	1656.9261	79.4739	1823.909	1532.8209	50.113926	1000.0	43.9	1000.0	1000.0	51999	82.14219	271.88748	1857.546	-130.60068	82.13888	271.88312	1866.0778	-147.91782	0.4589625	7.2696614	72.79061	-20.030138	-86.29145	161.64493	1638.4011449813843
14	-3.7494376	24.963411	53.67149	-54.240723	1705.3834	81.94248	1874.906	1573.7737	14.178337	14.965171	37.79564	-6.887751	1496.567	67.062706	1645.4501	1439.7715	1698.6732	49.11881	1775.1609	1657.6223	60.179104	1000.0	50.3	1000.0	1000.0	55999	99.4255	296.80072	2236.0286	-128.07756	99.42147	296.79538	2216.9644	-185.03606	2.7325356	7.9159684	87.942184	-20.2033	-104.89162	181.73059	1766.1514925956726
15	-14.077158	100.15846	781.96216	-67.39315	1755.3079	62.47224	1879.1888	1677.1195	-20.256617	24.188284	24.619856	-41.928604	1605.8542	49.69057	1650.1317	1541.0315	1712.4265	89.46273	1884.6813	1585.5762	59.80597	1000.0	73.4	1000.0	1000.0	59999	113.33743	334.21536	2343.0623	-114.30582	113.33459	334.21213	2339.0227	-152.01878	3.2336335	8.220292	89.45772	-19.913578	-118.7719	319.78622	1894.099056005478
16	-26.911097	32.957703	24.258106	-260.66187	1721.78	68.30913	1874.2788	1662.5979	-11.417296	15.82438	14.637602	-39.40614	1572.0391	55.055843	1633.607	1508.3856	1693.8665	64.91021	1866.1384	1653.794	50.291138	1000.0	57.5	1000.0	1000.0	63999	115.90348	353.4951	2500.8462	-114.168594	115.90555	353.4946	2516.1848	-143.3053	3.1337037	8.267702	129.14919	-20.150534	-121.14926	435.12756	2021.7301268577576
17	1.2613231	188.21172	1435.4496	-76.77187	1659.4508	49.298267	1759.22	1547.026	-7.5235596	31.226017	59.466553	-42.800095	1658.0437	83.79877	1806.4557	1589.9916	1709.8522	68.81631	1853.2528	1631.1615	67.26667	1000.0	69.0	1000.0	1000.0	67999	137.1632	382.2659	2607.268	-112.17193	137.16785	382.24878	2599.9695	-157.62227	5.933397	9.138658	148.64957	-21.740107	-144.9228	639.71295	2150.2454171180725
18	-50.81385	358.83453	78.73987	-2911.6072	1576.1053	102.51241	1676.0372	1350.0471	-3.5999913	32.504425	62.699257	-56.477898	1672.484	80.98243	1846.5969	1537.1293	1588.9225	64.90887	1676.9188	1451.2922	60.692307	1000.0	61.8	1000.0	1000.0	71999	176.19478	399.79486	2787.7498	-137.97206	176.19052	399.79968	2752.8489	-159.99423	9.305363	9.574686	172.3392	-20.138746	-187.47464	961.2143	2278.818993806839
19	-16.169483	28.144337	61.493237	-123.59861	1602.3167	51.30921	1685.7606	1503.603	-22.27434	17.142582	15.494471	-52.587814	1583.429	99.8816	1762.4998	1454.9796	1586.9746	58.504025	1688.0847	1465.8453	51.98718	1000.0	40.8	1000.0	1000.0	75999	233.6371	427.75925	3332.1057	-152.03595	233.6228	427.7436	3284.1863	-202.98784	14.048902	10.310132	222.01312	-18.6748	-249.07523	1453.5554	2416.8218009471893
20	-47.325325	26.802656	44.465614	-108.69244	1759.1764	66.50318	1904.9951	1701.2582	-54.370136	11.10305	-39.842133	-75.72957	1643.294	82.00527	1810.167	1501.6791	1766.2699	77.54568	1906.0394	1686.6055	48.634148	1000.0	25.2	1000.0	1000.0	79999	295.85028	474.66022	3993.7761	-141.7232	295.85043	474.64417	3967.7742	-186.33939	15.8832035	10.258031	233.7933	-20.103394	-313.25052	1857.3838	2544.6139125823975
21	-43.810486	24.19983	12.850016	-128.26059	1715.6022	93.46269	1862.8878	1557.0112	-36.16391	21.213104	18.735706	-68.38727	1664.7955	67.189156	1733.3518	1523.11	1695.4226	53.062096	1766.4055	1641.5397	46.0	1000.0	56.3	1000.0	1000.0	83999	323.5112	547.7226	4597.884	-177.7675	323.50497	547.7037	4696.41	-197.5247	16.113659	10.669083	229.47603	-17.357765	-340.70914	2227.5605	2674.2773241996765
22	-97.33646	715.9404	77.562416	-5545.3667	1664.5248	70.13308	1767.5265	1554.0211	-1.0282032	43.439323	57.88488	-73.57441	1697.2512	68.653854	1765.1938	1558.722	1714.82	70.39908	1863.434	1645.1454	67.71186	1000.0	67.0	1000.0	1000.0	87999	352.80676	640.58923	4924.4233	-187.17712	352.79068	640.5956	4911.9214	-197.20462	16.513422	11.061164	258.22687	-18.47725	-370.44968	3430.6626	2803.636188030243
23	-31.605865	32.232677	55.267765	-105.698524	1715.0541	67.899185	1860.9951	1637.9952	-44.125824	18.362501	-20.928902	-75.32374	1603.7019	61.91814	1688.4027	1480.0653	1690.1594	47.86178	1759.3129	1639.058	63.365078	1000.0	44.2	1000.0	1000.0	91999	373.0014	674.8395	5177.3066	-211.88518	372.99557	674.8584	5223.8364	-181.68544	17.521042	10.730095	294.81702	-15.357749	-391.79123	3457.216	2943.6163487434387
24	-98.12929	409.6013	66.2686	-3284.4114	1631.8103	62.130173	1750.9369	1559.952	-43.73286	31.8265	16.68486	-96.69268	1705.4844	91.51339	1844.7789	1534.5461	1585.2347	70.00331	1691.3104	1446.379	64.03226	1000.0	61.3	1000.0	1000.0	95999	386.3654	757.2427	5826.8364	-267.30408	386.36435	757.2415	5845.416	-234.89296	17.505054	11.033068	265.33963	-20.688425	-404.732	3667.0571	3074.805872440338
25	-47.76158	42.718388	90.52931	-282.97818	1529.3873	59.95111	1642.3431	1444.2396	-42.750484	20.14144	-1.7507424	-74.7703	1655.4563	65.78557	1731.5419	1515.6798	1583.5984	42.35879	1675.4259	1549.1893	58.347828	1000.0	51.3	1000.0	1000.0	99999	389.0797	840.7663	6534.2935	-348.18088	389.0575	840.7635	6532.5244	-233.65974	17.060825	10.993311	316.23267	-16.50497	-406.68045	3857.4077	3202.5504717826843
26	-35.30064	38.689182	78.40726	-139.19714	1668.7366	59.986435	1756.4683	1560.061	-20.836985	36.440525	50.535645	-91.09842	1599.8628	45.36632	1705.0297	1504.1052	1716.1396	67.968475	1867.9003	1611.6174	57.057144	1000.0	58.9	1000.0	1000.0	103999	385.383	948.86255	7405.2007	-305.90515	385.37384	948.8887	7304.695	-235.31113	16.461832	11.315658	316.24533	-18.787193	-402.83636	4436.266	3330.676504135132
27	-39.276527	34.657665	68.92366	-121.43859	1586.3811	43.901436	1673.6427	1557.3312	-1.2475457	32.93232	60.41146	-44.471764	1645.4457	67.31113	1710.1865	1495.6417	1565.2761	48.68492	1675.3569	1459.6881	61.415386	1000.0	61.3	1000.0	1000.0	107999	399.95264	1085.4828	8583.85	-261.4185	399.93765	1085.5399	8466.018	-214.15825	17.078283	11.856088	285.93045	-18.96407	-417.8296	5591.7915	3459.7311203479767
28	-86.61008	392.8022	37.61225	-3780.999	1640.7438	64.314445	1785.5353	1590.5225	15.778549	21.190342	44.465508	-39.889637	1636.0743	67.90333	1818.8102	1592.6815	1585.6051	69.114395	1688.9662	1488.8727	44.11111	1000.0	50.4	1000.0	1000.0	111999	465.796	1250.1636	10027.932	-270.3494	465.77097	1250.218	9995.6875	-287.4152	19.823875	12.792641	325.64175	-17.619423	-491.72098	8278.0625	3587.432502746582
