Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	17.22584	3.2055671	31.150396	10.3686495	75.92647	17.214437	95.48224	44.2399	74.723236	27.648142	113.01026	34.857155	73.537445	21.03924	95.91407	43.140705	14.755555	78.1	77.3	75.7	3999	11.3179655	7.156413	26.711504	-1.9541804	11.318551	7.1566067	26.71069	-2.6027105	-2.8061442	1.6725534	13.005833	-13.935874	-12.573353	0.4468265	62.220091819763184
2	16.740276	3.4462478	29.125626	10.959874	55.246155	9.002549	64.13683	35.6834	89.63046	136.42793	494.55377	15.5398445	93.06447	113.730705	429.45343	17.103336	14.0912285	82.3	169.0	173.4	7999	26.10031	12.954075	47.08707	-2.7884536	26.099817	12.955453	47.54491	-5.650334	-1.973961	2.688152	19.538307	-13.229808	-28.401115	1.081887	144.96796536445618
3	24.504251	17.972267	101.20139	11.392098	114.51079	124.62048	484.3906	59.867256	103.2375	128.14859	484.05814	17.869053	224.30606	186.32428	481.75372	59.84781	24.078789	169.5	160.6	395.6	11999	40.784878	18.340992	69.322495	-5.59792	40.785202	18.344717	67.353096	-7.0327754	-0.912963	3.608977	22.814226	-13.796492	-44.272743	4.9328957	233.77854228019714
4	63.789043	15.152976	93.34145	19.780115	74.1334	12.280294	83.0823	38.937035	80.78245	11.06414	104.64804	69.54193	73.64438	5.6884193	83.3288	61.653004	70.55357	63.3	65.8	58.5	15999	53.54426	21.839233	77.41959	-12.652002	53.544525	21.841875	78.34334	-15.689618	-1.0835001	3.6527019	23.55341	-14.038061	-56.965733	5.2275314	316.887154340744
5	64.93682	17.574284	130.86177	22.772211	67.70888	23.33162	111.15166	37.38023	63.376354	31.660162	99.163864	12.641411	71.896965	26.056108	118.15904	30.672693	70.10345	93.5	74.9	88.6	19999	57.60647	25.45079	88.43484	-17.04908	57.608376	25.449543	88.09286	-25.86253	-1.0302484	3.7061536	21.940931	-16.165836	-60.642776	6.0863886	401.8876738548279
6	79.07536	29.548275	152.05327	21.421295	83.82498	30.883915	133.03194	22.859116	76.96166	26.891836	112.38114	18.847576	90.8383	25.340588	131.77159	39.84398	106.64865	91.4	90.4	90.8	23999	58.71815	27.87212	97.4536	-22.721518	58.718094	27.873882	89.46261	-27.248556	-1.2375029	3.5198414	23.365477	-12.760094	-61.4681	6.6440697	476.70767426490784
7	86.63246	35.64864	187.1195	21.4787	321.35083	219.42604	691.8813	117.19371	236.06833	215.02681	647.5032	83.47469	352.70734	232.4022	687.54	115.66125	123.65625	484.8	344.6	521.8	27999	58.71617	28.807043	92.245476	-11.722861	58.716736	28.80455	90.82731	-17.175274	-1.3306068	3.397222	26.25863	-12.4682045	-61.161236	7.2894483	577.853593826294
8	106.59052	58.221878	251.52026	19.907408	445.15225	355.962	804.1669	36.2394	261.47577	271.77423	810.8729	29.524845	333.5006	309.89465	799.9365	31.34097	154.1923	555.7	309.6	399.6	31999	58.978855	29.314816	93.64415	-10.070862	58.978645	29.316473	93.771454	-20.032927	-1.3117472	3.2667756	27.786976	-12.951149	-61.182625	8.97888	676.9936592578888
9	119.20593	61.210808	270.174	29.048615	99.64555	39.618744	171.76265	33.074455	111.602135	32.66354	172.36588	69.921364	123.10862	52.955708	219.24156	34.89003	199.2	107.8	135.5	130.0	35999	60.157185	29.543636	107.691734	-12.681877	60.157795	29.546492	96.58448	-17.223822	-1.2195995	3.2328882	28.670412	-12.663361	-62.23406	10.736334	761.8751363754272
10	133.1979	62.542736	257.4549	16.01394	174.40186	58.376823	252.20894	94.07876	190.77011	67.61328	289.37164	55.072983	167.29451	75.39422	255.07243	30.158535	173.95653	234.9	230.4	216.2	39999	61.252506	29.706629	94.88687	-11.602169	61.25208	29.710604	95.36715	-19.375145	-1.1378254	3.1623185	26.670069	-12.789646	-63.204525	12.36906	849.6814339160919
11	151.7438	82.89391	396.1875	24.002392	376.37592	291.80582	946.34174	34.20025	190.46521	139.7444	484.1309	14.103676	457.21216	179.27199	774.92377	243.56148	201.45	427.2	283.0	512.2	43999	63.420055	29.706966	101.608894	-13.083833	63.42016	29.709213	96.27654	-19.487297	-1.280525	3.177888	23.326462	-12.5434475	-65.2813	10.477563	945.7367463111877
