Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTransferEpRet	StdTransferEpRet	MaxTransferEpRet	MinTransferEpRet	AverageRandomEpRet	StdRandomEpRet	MaxRandomEpRet	MinRandomEpRet	AverageAdvEpRet	StdAdvEpRet	MaxAdvEpRet	MinAdvEpRet	EpLen	TestEpLen	TransferEpLen	RandomEpLen	AdvEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-29.933811	7.3497176	-14.258705	-61.459557	1738.0834	2.960281	1742.821	1733.8655	18.16798	5.1583233	26.48874	11.541819	1715.3668	88.47306	1896.3337	1589.6964	1779.3317	101.018974	1937.1797	1538.3978	19.236715	1000.0	29.8	1000.0	1000.0	3999	7.189619	6.1799636	27.367191	-11.594353	7.1893907	6.179491	26.88831	-11.243388	-7.4822636	3.0598886	12.840078	-23.387827	-10.647284	1.4162658	100.65223336219788
2	-32.920536	9.34266	-16.22917	-75.14124	1705.9203	63.514065	1874.0969	1671.0587	38.19918	14.02602	63.538982	11.438605	1785.127	74.439354	1906.489	1704.0392	1736.5876	81.40531	1877.2625	1570.9954	19.666666	1000.0	43.6	1000.0	1000.0	7999	24.260706	15.336743	70.39578	-36.10745	24.260515	15.335819	71.268456	-35.485497	-3.7860618	3.7873132	19.765837	-20.212658	-29.368233	2.8612237	209.62746810913086
3	-21.702925	21.722782	56.65278	-103.10779	1775.0631	67.34603	1917.2849	1709.075	12.388704	17.09211	44.442997	-11.158785	1615.1139	79.06261	1691.9685	1481.9446	1716.844	45.081554	1813.2753	1612.5042	27.791666	1000.0	62.3	1000.0	1000.0	11999	39.605064	30.682892	113.93624	-84.375626	39.603886	30.687307	111.714325	-91.3025	-0.6171594	4.5865684	28.528015	-20.034996	-46.61957	9.136096	320.0454070568085
4	-2.9390867	21.7062	59.539055	-56.44048	1738.1799	65.95519	1885.312	1675.2327	52.45697	17.508245	78.20794	22.512436	1589.5334	85.04303	1681.9365	1371.1908	1711.5941	65.44358	1788.2546	1574.5145	44.31111	1000.0	55.3	1000.0	1000.0	15999	49.030735	35.305546	128.16692	-91.02346	49.031284	35.303974	138.09201	-99.901726	0.06261997	5.0112414	30.194805	-18.224337	-54.814682	19.214848	431.84003615379333
5	-35.259758	347.11758	71.20842	-2887.9392	1745.24	83.63957	1906.6139	1578.9747	42.835762	27.689981	77.57885	-7.28638	1600.1454	54.756073	1708.3472	1506.334	1727.098	42.397636	1793.1837	1690.6836	57.304348	1000.0	64.5	1000.0	1000.0	19999	54.9667	50.075996	794.7032	-97.98162	54.96755	50.07215	777.1234	-100.47483	0.13135472	4.878654	76.060074	-20.61942	-60.03942	27.260494	545.8698551654816
6	9.422987	22.509699	61.847248	-29.684282	1775.157	52.1579	1830.497	1703.7312	28.751291	22.967348	61.870495	-21.187569	1612.6414	52.540306	1684.84	1559.6646	1748.0208	63.68674	1918.4343	1712.8363	52.66234	1000.0	48.6	1000.0	1000.0	23999	54.758526	41.228886	334.17078	-269.14694	54.757664	41.229134	336.59668	-270.1044	0.27483916	4.8290563	50.20848	-20.997894	-59.112667	30.86605	661.9985272884369
7	-7.966699	23.085142	81.09877	-65.47075	1727.4258	75.02275	1906.3219	1607.9515	55.790276	22.713024	97.10328	20.693747	1643.598	46.657112	1717.799	1605.3813	1797.2719	53.070316	1907.2797	1707.9945	49.358025	1000.0	63.0	1000.0	1000.0	27999	50.688896	39.1902	370.8736	-352.31918	50.6898	39.18749	372.5605	-352.09686	0.114479765	4.869419	65.864136	-20.985481	-54.31009	32.980724	777.3024528026581
8	1.3008564	135.87341	67.941826	-1006.4428	1710.7465	41.69739	1798.6985	1675.9131	54.408802	12.251766	80.31069	31.829033	1679.834	63.35916	1848.6088	1638.3937	1730.7637	80.785904	1889.7588	1583.6477	68.82758	1000.0	58.1	1000.0	1000.0	31999	45.397675	39.672565	373.8906	-391.9728	45.397324	39.677856	383.0907	-408.64697	-0.44502106	4.919108	62.48713	-19.852152	-48.45724	39.903027	891.8880610466003
9	-22.781963	323.77994	75.82572	-2839.6162	1764.2112	70.801926	1835.2899	1617.3322	43.786125	26.756361	83.50623	0.053011958	1690.6604	66.39669	1833.398	1616.6746	1799.5212	64.75862	1926.213	1721.4938	51.324677	1000.0	67.5	1000.0	1000.0	35999	40.130505	36.486816	341.16782	-495.3504	40.134068	36.47953	348.4341	-503.98743	-1.1624907	5.0024586	66.53349	-19.994982	-42.86638	53.8421	1006.4640176296234
10	2.4173067	30.996016	88.35798	-48.360973	1726.8217	48.710224	1790.0376	1680.942	47.675262	19.480343	78.06485	6.8768625	1660.4124	63.90537	1788.1227	1581.771	1727.2278	65.53983	1789.8425	1587.178	61.553844	1000.0	64.0	1000.0	1000.0	39999	36.925125	34.47595	418.8104	-499.20535	36.926384	34.473118	410.0947	-491.5236	-1.8850598	4.9667997	65.43597	-20.69624	-39.37946	39.365234	1121.7285749912262
